booking_id,customer_id,booking_date,booking_status,total_price,payment_id
181,181,2025-07-01,CONFIRMED,202.9,181
182,182,2025-07-02,COMPLETED,203.8,182
183,183,2025-07-03,PAID,204.7,183
184,184,2025-07-04,CONFIRMED,205.6,184
185,185,2025-07-05,COMPLETED,206.5,185
186,186,2025-07-06,PAID,207.4,186
187,187,2025-07-07,CONFIRMED,208.3,187
188,188,2025-07-08,COMPLETED,209.2,188
189,189,2025-07-09,PAID,210.1,189
190,190,2025-07-10,CONFIRMED,211.0,190
191,191,2025-07-11,COMPLETED,211.9,191
192,192,2025-07-12,PAID,212.8,192
193,193,2025-07-13,CONFIRMED,213.7,193
194,194,2025-07-14,COMPLETED,214.6,194
195,195,2025-07-15,PAID,215.5,195
196,196,2025-07-16,CONFIRMED,216.4,196
197,197,2025-07-17,COMPLETED,217.3,197
198,198,2025-07-18,PAID,218.2,198
199,199,2025-07-19,CONFIRMED,219.1,199
200,200,2025-07-20,COMPLETED,220.0,200
201,201,2025-07-21,PAID,220.9,201
202,202,2025-07-22,CONFIRMED,221.8,202
203,203,2025-07-23,COMPLETED,222.7,203
204,204,2025-07-24,PAID,223.6,204
205,205,2025-07-25,CONFIRMED,224.5,205
206,206,2025-07-26,COMPLETED,225.4,206
207,207,2025-07-27,PAID,226.3,207
208,208,2025-07-28,CONFIRMED,227.2,208
209,209,2025-07-29,COMPLETED,228.1,209
210,210,2025-07-30,PAID,229.0,210
211,211,2025-07-31,CONFIRMED,229.9,211
212,212,2025-08-01,COMPLETED,230.8,212
213,213,2025-08-02,PAID,231.7,213
214,214,2025-08-03,CONFIRMED,232.6,214
215,215,2025-08-04,COMPLETED,233.5,215
216,216,2025-08-05,PAID,234.4,216
217,217,2025-08-06,CONFIRMED,235.3,217
218,218,2025-08-07,COMPLETED,236.2,218
219,219,2025-08-08,PAID,237.1,219
220,220,2025-08-09,CONFIRMED,238.0,220
221,221,2025-08-10,COMPLETED,238.9,221
222,222,2025-08-11,PAID,239.8,222
223,223,2025-08-12,CONFIRMED,240.7,223
224,224,2025-08-13,COMPLETED,241.6,224
225,225,2025-08-14,PAID,242.5,225
226,226,2025-08-15,CONFIRMED,243.4,226
227,227,2025-08-16,COMPLETED,244.3,227
228,228,2025-08-17,PAID,245.2,228
229,229,2025-08-18,CONFIRMED,246.1,229
230,230,2025-08-19,COMPLETED,247.0,230
231,231,2025-08-20,PAID,247.9,231
232,232,2025-08-21,CONFIRMED,248.8,232
233,233,2025-08-22,COMPLETED,249.7,233
234,234,2025-08-23,PAID,250.6,234
235,235,2025-08-24,CONFIRMED,251.5,235
236,236,2025-08-25,COMPLETED,252.4,236
237,237,2025-08-26,PAID,253.3,237
238,238,2025-08-27,CONFIRMED,254.2,238
239,239,2025-08-28,COMPLETED,255.1,239
240,240,2025-08-29,PAID,256.0,240
241,241,2025-08-30,CONFIRMED,256.9,241
242,242,2025-08-31,COMPLETED,257.8,242
243,243,2025-09-01,PAID,258.7,243
244,244,2025-09-02,CONFIRMED,259.6,244
245,245,2025-09-03,COMPLETED,260.5,245
246,246,2025-09-04,PAID,261.4,246
247,247,2025-09-05,CONFIRMED,262.3,247
248,248,2025-09-06,COMPLETED,263.2,248
249,249,2025-09-07,PAID,264.1,249
250,250,2025-09-08,CONFIRMED,265.0,250
251,251,2025-09-09,COMPLETED,265.9,251
252,252,2025-09-10,PAID,266.8,252
253,253,2025-09-11,CONFIRMED,267.7,253
254,254,2025-09-12,COMPLETED,268.6,254
255,255,2025-09-13,PAID,269.5,255
256,256,2025-09-14,CONFIRMED,270.4,256
257,257,2025-09-15,COMPLETED,271.3,257
258,258,2025-09-16,PAID,272.2,258
259,259,2025-09-17,CONFIRMED,273.1,259
260,260,2025-09-18,COMPLETED,274.0,260
261,261,2025-09-19,PAID,274.9,261
262,262,2025-09-20,CONFIRMED,275.8,262
263,263,2025-09-21,COMPLETED,276.7,263
264,264,2025-09-22,PAID,277.6,264
265,265,2025-09-23,CONFIRMED,278.5,265
266,266,2025-09-24,COMPLETED,279.4,266
267,267,2025-09-25,PAID,280.3,267
268,268,2025-09-26,CONFIRMED,281.2,268
269,269,2025-09-27,COMPLETED,282.1,269
270,270,2025-09-28,PAID,283.0,270
271,271,2025-09-29,CONFIRMED,283.9,271
272,272,2025-09-30,COMPLETED,284.8,272
273,273,2025-10-01,PAID,285.7,273
274,274,2025-10-02,CONFIRMED,286.6,274
275,275,2025-10-03,COMPLETED,287.5,275
276,276,2025-10-04,PAID,288.4,276
277,277,2025-10-05,CONFIRMED,289.3,277
278,278,2025-10-06,COMPLETED,290.2,278
279,279,2025-10-07,PAID,291.1,279
280,280,2025-10-08,CONFIRMED,292.0,280
281,281,2025-10-09,COMPLETED,292.9,281
282,282,2025-10-10,PAID,293.8,282
283,283,2025-10-11,CONFIRMED,294.7,283
284,284,2025-10-12,COMPLETED,295.6,284
285,285,2025-10-13,PAID,296.5,285
286,286,2025-10-14,CONFIRMED,297.4,286
287,287,2025-10-15,COMPLETED,298.3,287
288,288,2025-10-16,PAID,299.2,288
289,289,2025-10-17,CONFIRMED,300.1,289
290,290,2025-10-18,COMPLETED,301.0,290
291,291,2025-10-19,PAID,301.9,291
292,292,2025-10-20,CONFIRMED,302.8,292
293,293,2025-10-21,COMPLETED,303.7,293
294,294,2025-10-22,PAID,304.6,294
295,295,2025-10-23,CONFIRMED,305.5,295
296,296,2025-10-24,COMPLETED,306.4,296
297,297,2025-10-25,PAID,307.3,297
298,298,2025-10-26,CONFIRMED,308.2,298
299,299,2025-10-27,COMPLETED,309.1,299
300,300,2025-10-28,PAID,310.0,300
301,301,2025-10-29,CONFIRMED,310.9,301
302,302,2025-10-30,COMPLETED,311.8,302
303,303,2025-10-31,PAID,312.7,303
304,304,2025-11-01,CONFIRMED,313.6,304
305,305,2025-11-02,COMPLETED,314.5,305
306,306,2025-11-03,PAID,315.4,306
307,307,2025-11-04,CONFIRMED,316.3,307
308,308,2025-11-05,COMPLETED,317.2,308
309,309,2025-11-06,PAID,318.1,309
310,310,2025-11-07,CONFIRMED,319.0,310
311,311,2025-11-08,COMPLETED,319.9,311
312,312,2025-11-09,PAID,320.8,312
313,313,2025-11-10,CONFIRMED,321.7,313
314,314,2025-11-11,COMPLETED,322.6,314
315,315,2025-11-12,PAID,323.5,315
316,316,2025-11-13,CONFIRMED,324.4,316
317,317,2025-11-14,COMPLETED,325.3,317
318,318,2025-11-15,PAID,326.2,318
319,319,2025-11-16,CONFIRMED,327.1,319
320,320,2025-11-17,COMPLETED,328.0,320
321,321,2025-11-18,PAID,328.9,321
322,322,2025-11-19,CONFIRMED,329.8,322
323,323,2025-11-20,COMPLETED,330.7,323
324,324,2025-11-21,PAID,331.6,324
325,325,2025-11-22,CONFIRMED,332.5,325
326,326,2025-11-23,COMPLETED,333.4,326
327,327,2025-11-24,PAID,334.3,327
328,328,2025-11-25,CONFIRMED,335.2,328
329,329,2025-11-26,COMPLETED,336.1,329
330,330,2025-11-27,PAID,337.0,330
331,331,2025-11-28,CONFIRMED,337.9,331
332,332,2025-11-29,COMPLETED,338.8,332
333,333,2025-11-30,PAID,339.7,333
334,334,2025-12-01,CONFIRMED,340.6,334
335,335,2025-12-02,COMPLETED,341.5,335
336,336,2025-12-03,PAID,342.4,336
337,337,2025-12-04,CONFIRMED,343.3,337
338,338,2025-12-05,COMPLETED,344.2,338
339,339,2025-12-06,PAID,345.1,339
340,340,2025-12-07,CONFIRMED,346.0,340
341,341,2025-12-08,COMPLETED,346.9,341
342,342,2025-12-09,PAID,347.8,342
343,343,2025-12-10,CONFIRMED,348.7,343
344,344,2025-12-11,COMPLETED,349.6,344
345,345,2025-12-12,PAID,350.5,345
346,346,2025-12-13,CONFIRMED,351.4,346
347,347,2025-12-14,COMPLETED,352.3,347
348,348,2025-12-15,PAID,353.2,348
349,349,2025-12-16,CONFIRMED,354.1,349
350,350,2025-12-17,COMPLETED,355.0,350
351,351,2025-12-18,PAID,355.9,351
352,352,2025-12-19,CONFIRMED,356.8,352
353,353,2025-12-20,COMPLETED,357.7,353
354,354,2025-12-21,PAID,358.6,354
355,355,2025-12-22,CONFIRMED,359.5,355
356,356,2025-12-23,COMPLETED,360.4,356
357,357,2025-12-24,PAID,361.3,357
358,358,2025-12-25,CONFIRMED,362.2,358
359,359,2025-12-26,COMPLETED,363.1,359
360,360,2025-12-27,PAID,364.0,360
361,361,2025-12-28,CONFIRMED,364.9,361
362,362,2025-12-29,COMPLETED,365.8,362
363,363,2025-12-30,PAID,366.7,363
364,364,2025-12-31,CONFIRMED,367.6,364
365,365,2025-01-01,COMPLETED,368.5,365
366,366,2025-01-02,PAID,369.4,366
367,367,2025-01-03,CONFIRMED,370.3,367
368,368,2025-01-04,COMPLETED,371.2,368
369,369,2025-01-05,PAID,372.1,369
370,370,2025-01-06,CONFIRMED,373.0,370
371,371,2025-01-07,COMPLETED,373.9,371
372,372,2025-01-08,PAID,374.8,372
373,373,2025-01-09,CONFIRMED,375.7,373
374,374,2025-01-10,COMPLETED,376.6,374
375,375,2025-01-11,PAID,377.5,375
376,376,2025-01-12,CONFIRMED,378.4,376
377,377,2025-01-13,COMPLETED,379.3,377
378,378,2025-01-14,PAID,380.2,378
379,379,2025-01-15,CONFIRMED,381.1,379
380,380,2025-01-16,COMPLETED,382.0,380
381,381,2025-01-17,PAID,382.9,381
382,382,2025-01-18,CONFIRMED,383.8,382
383,383,2025-01-19,COMPLETED,384.7,383
384,384,2025-01-20,PAID,385.6,384
385,385,2025-01-21,CONFIRMED,386.5,385
386,386,2025-01-22,COMPLETED,387.4,386
387,387,2025-01-23,PAID,388.3,387
388,388,2025-01-24,CONFIRMED,389.2,388
389,389,2025-01-25,COMPLETED,390.1,389
390,390,2025-01-26,PAID,391.0,390
391,391,2025-01-27,CONFIRMED,391.9,391
392,392,2025-01-28,COMPLETED,392.8,392
393,393,2025-01-29,PAID,393.7,393
394,394,2025-01-30,CONFIRMED,394.6,394
395,395,2025-01-31,COMPLETED,395.5,395
396,396,2025-02-01,PAID,396.4,396
397,397,2025-02-02,CONFIRMED,397.3,397
398,398,2025-02-03,COMPLETED,398.2,398
399,399,2025-02-04,PAID,399.1,399
400,400,2025-02-05,CONFIRMED,40.0,400
401,401,2025-02-06,COMPLETED,40.9,401
402,402,2025-02-07,PAID,41.8,402
403,403,2025-02-08,CONFIRMED,42.7,403
404,404,2025-02-09,COMPLETED,43.6,404
405,405,2025-02-10,PAID,44.5,405
406,406,2025-02-11,CONFIRMED,45.4,406
407,407,2025-02-12,COMPLETED,46.3,407
408,408,2025-02-13,PAID,47.2,408
409,409,2025-02-14,CONFIRMED,48.1,409
410,410,2025-02-15,COMPLETED,49.0,410
411,411,2025-02-16,PAID,49.9,411
412,412,2025-02-17,CONFIRMED,50.8,412
413,413,2025-02-18,COMPLETED,51.7,413
414,414,2025-02-19,PAID,52.6,414
415,415,2025-02-20,CONFIRMED,53.5,415
416,416,2025-02-21,COMPLETED,54.4,416
417,417,2025-02-22,PAID,55.3,417
418,418,2025-02-23,CONFIRMED,56.2,418
419,419,2025-02-24,COMPLETED,57.1,419
420,420,2025-02-25,PAID,58.0,420
421,421,2025-02-26,CONFIRMED,58.9,421
422,422,2025-02-27,COMPLETED,59.8,422
423,423,2025-02-28,PAID,60.7,423
424,424,2025-03-01,CONFIRMED,61.6,424
425,425,2025-03-02,COMPLETED,62.5,425
426,426,2025-03-03,PAID,63.4,426
427,427,2025-03-04,CONFIRMED,64.3,427
428,428,2025-03-05,COMPLETED,65.2,428
429,429,2025-03-06,PAID,66.1,429
430,430,2025-03-07,CONFIRMED,67.0,430
431,431,2025-03-08,COMPLETED,67.9,431
432,432,2025-03-09,PAID,68.8,432
433,433,2025-03-10,CONFIRMED,69.7,433
434,434,2025-03-11,COMPLETED,70.6,434
435,435,2025-03-12,PAID,71.5,435
436,436,2025-03-13,CONFIRMED,72.4,436
437,437,2025-03-14,COMPLETED,73.3,437
438,438,2025-03-15,PAID,74.2,438
439,439,2025-03-16,CONFIRMED,75.1,439
440,440,2025-03-17,COMPLETED,76.0,440
441,441,2025-03-18,PAID,76.9,441
442,442,2025-03-19,CONFIRMED,77.8,442
443,443,2025-03-20,COMPLETED,78.7,443
444,444,2025-03-21,PAID,79.6,444
445,445,2025-03-22,CONFIRMED,80.5,445
446,446,2025-03-23,COMPLETED,81.4,446
447,447,2025-03-24,PAID,82.3,447
448,448,2025-03-25,CONFIRMED,83.2,448
449,449,2025-03-26,COMPLETED,84.1,449
450,450,2025-03-27,PAID,85.0,450
451,451,2025-03-28,CONFIRMED,85.9,451
452,452,2025-03-29,COMPLETED,86.8,452
453,453,2025-03-30,PAID,87.7,453
454,454,2025-03-31,CONFIRMED,88.6,454
455,455,2025-04-01,COMPLETED,89.5,455
456,456,2025-04-02,PAID,90.4,456
457,457,2025-04-03,CONFIRMED,91.3,457
458,458,2025-04-04,COMPLETED,92.2,458
459,459,2025-04-05,PAID,93.1,459
460,460,2025-04-06,CONFIRMED,94.0,460
461,461,2025-04-07,COMPLETED,94.9,461
462,462,2025-04-08,PAID,95.8,462
463,463,2025-04-09,CONFIRMED,96.7,463
464,464,2025-04-10,COMPLETED,97.6,464
465,465,2025-04-11,PAID,98.5,465
466,466,2025-04-12,CONFIRMED,99.4,466
467,467,2025-04-13,COMPLETED,100.3,467
468,468,2025-04-14,PAID,101.2,468
469,469,2025-04-15,CONFIRMED,102.1,469
470,470,2025-04-16,COMPLETED,103.0,470
471,471,2025-04-17,PAID,103.9,471
472,472,2025-04-18,CONFIRMED,104.8,472
473,473,2025-04-19,COMPLETED,105.7,473
474,474,2025-04-20,PAID,106.6,474
475,475,2025-04-21,CONFIRMED,107.5,475
476,476,2025-04-22,COMPLETED,108.4,476
477,477,2025-04-23,PAID,109.3,477
478,478,2025-04-24,CONFIRMED,110.2,478
479,479,2025-04-25,COMPLETED,111.1,479
480,480,2025-04-26,PAID,112.0,480
481,481,2025-04-27,CONFIRMED,112.9,481
482,482,2025-04-28,COMPLETED,113.8,482
483,483,2025-04-29,PAID,114.7,483
484,484,2025-04-30,CONFIRMED,115.6,484
485,485,2025-05-01,COMPLETED,116.5,485
486,486,2025-05-02,PAID,117.4,486
487,487,2025-05-03,CONFIRMED,118.3,487
488,488,2025-05-04,COMPLETED,119.2,488
489,489,2025-05-05,PAID,120.1,489
490,490,2025-05-06,CONFIRMED,121.0,490
491,491,2025-05-07,COMPLETED,121.9,491
492,492,2025-05-08,PAID,122.8,492
493,493,2025-05-09,CONFIRMED,123.7,493
494,494,2025-05-10,COMPLETED,124.6,494
495,495,2025-05-11,PAID,125.5,495
496,496,2025-05-12,CONFIRMED,126.4,496
497,497,2025-05-13,COMPLETED,127.3,497
498,498,2025-05-14,PAID,128.2,498
499,499,2025-05-15,CONFIRMED,129.1,499
500,500,2025-05-16,COMPLETED,130.0,500
501,501,2025-05-17,PAID,130.9,501
502,502,2025-05-18,CONFIRMED,131.8,502
503,503,2025-05-19,COMPLETED,132.7,503
504,504,2025-05-20,PAID,133.6,504
505,505,2025-05-21,CONFIRMED,134.5,505
506,506,2025-05-22,COMPLETED,135.4,506
507,507,2025-05-23,PAID,136.3,507
508,508,2025-05-24,CONFIRMED,137.2,508
509,509,2025-05-25,COMPLETED,138.1,509
510,510,2025-05-26,PAID,139.0,510
511,511,2025-05-27,CONFIRMED,139.9,511
512,512,2025-05-28,COMPLETED,140.8,512
513,513,2025-05-29,PAID,141.7,513
514,514,2025-05-30,CONFIRMED,142.6,514
515,515,2025-05-31,COMPLETED,143.5,515
516,516,2025-06-01,PAID,144.4,516
517,517,2025-06-02,CONFIRMED,145.3,517
518,518,2025-06-03,COMPLETED,146.2,518
519,519,2025-06-04,PAID,147.1,519
520,520,2025-06-05,CONFIRMED,148.0,520
521,521,2025-06-06,COMPLETED,148.9,521
522,522,2025-06-07,PAID,149.8,522
523,523,2025-06-08,CONFIRMED,150.7,523
524,524,2025-06-09,COMPLETED,151.6,524
525,525,2025-06-10,PAID,152.5,525
526,526,2025-06-11,CONFIRMED,153.4,526
527,527,2025-06-12,COMPLETED,154.3,527
528,528,2025-06-13,PAID,155.2,528
529,529,2025-06-14,CONFIRMED,156.1,529
530,530,2025-06-15,COMPLETED,157.0,530
531,531,2025-06-16,PAID,157.9,531
532,532,2025-06-17,CONFIRMED,158.8,532
533,533,2025-06-18,COMPLETED,159.7,533
534,534,2025-06-19,PAID,160.6,534
535,535,2025-06-20,CONFIRMED,161.5,535
536,536,2025-06-21,COMPLETED,162.4,536
537,537,2025-06-22,PAID,163.3,537
538,538,2025-06-23,CONFIRMED,164.2,538
539,539,2025-06-24,COMPLETED,165.1,539
540,540,2025-06-25,PAID,166.0,540
541,541,2025-06-26,CONFIRMED,166.9,541
542,542,2025-06-27,COMPLETED,167.8,542
543,543,2025-06-28,PAID,168.7,543
544,544,2025-06-29,CONFIRMED,169.6,544
545,545,2025-06-30,COMPLETED,170.5,545
546,546,2025-07-01,PAID,171.4,546
547,547,2025-07-02,CONFIRMED,172.3,547
548,548,2025-07-03,COMPLETED,173.2,548
549,549,2025-07-04,PAID,174.1,549
550,550,2025-07-05,CONFIRMED,175.0,550
551,551,2025-07-06,COMPLETED,175.9,551
552,552,2025-07-07,PAID,176.8,552
553,553,2025-07-08,CONFIRMED,177.7,553
554,554,2025-07-09,COMPLETED,178.6,554
555,555,2025-07-10,PAID,179.5,555
556,556,2025-07-11,CONFIRMED,180.4,556
557,557,2025-07-12,COMPLETED,181.3,557
558,558,2025-07-13,PAID,182.2,558
559,559,2025-07-14,CONFIRMED,183.1,559
560,560,2025-07-15,COMPLETED,184.0,560
561,561,2025-07-16,PAID,184.9,561
562,562,2025-07-17,CONFIRMED,185.8,562
563,563,2025-07-18,COMPLETED,186.7,563
564,564,2025-07-19,PAID,187.6,564
565,565,2025-07-20,CONFIRMED,188.5,565
566,566,2025-07-21,COMPLETED,189.4,566
567,567,2025-07-22,PAID,190.3,567
568,568,2025-07-23,CONFIRMED,191.2,568
569,569,2025-07-24,COMPLETED,192.1,569
570,570,2025-07-25,PAID,193.0,570
571,571,2025-07-26,CONFIRMED,193.9,571
572,572,2025-07-27,COMPLETED,194.8,572
573,573,2025-07-28,PAID,195.7,573
574,574,2025-07-29,CONFIRMED,196.6,574
575,575,2025-07-30,COMPLETED,197.5,575
576,576,2025-07-31,PAID,198.4,576
577,577,2025-08-01,CONFIRMED,199.3,577
578,578,2025-08-02,COMPLETED,200.2,578
579,579,2025-08-03,PAID,201.1,579
580,580,2025-08-04,CONFIRMED,202.0,580
581,581,2025-08-05,COMPLETED,202.9,581
582,582,2025-08-06,PAID,203.8,582
583,583,2025-08-07,CONFIRMED,204.7,583
584,584,2025-08-08,COMPLETED,205.6,584
585,585,2025-08-09,PAID,206.5,585
586,586,2025-08-10,CONFIRMED,207.4,586
587,587,2025-08-11,COMPLETED,208.3,587
588,588,2025-08-12,PAID,209.2,588
589,589,2025-08-13,CONFIRMED,210.1,589
590,590,2025-08-14,COMPLETED,211.0,590
591,591,2025-08-15,PAID,211.9,591
592,592,2025-08-16,CONFIRMED,212.8,592
593,593,2025-08-17,COMPLETED,213.7,593
594,594,2025-08-18,PAID,214.6,594
595,595,2025-08-19,CONFIRMED,215.5,595
596,596,2025-08-20,COMPLETED,216.4,596
597,597,2025-08-21,PAID,217.3,597
