payment_id,booking_id,amount
315,315,323.5
316,316,324.4
317,317,325.3
318,318,326.2
319,319,327.1
320,320,328.0
321,321,328.9
322,322,329.8
323,323,330.7
324,324,331.6
325,325,332.5
326,326,333.4
327,327,334.3
328,328,335.2
329,329,336.1
330,330,337.0
331,331,337.9
332,332,338.8
333,333,339.7
334,334,340.6
335,335,341.5
336,336,342.4
337,337,343.3
338,338,344.2
339,339,345.1
340,340,346.0
341,341,346.9
342,342,347.8
343,343,348.7
344,344,349.6
345,345,350.5
346,346,351.4
347,347,352.3
348,348,353.2
349,349,354.1
350,350,355.0
351,351,355.9
352,352,356.8
353,353,357.7
354,354,358.6
355,355,359.5
356,356,360.4
357,357,361.3
358,358,362.2
359,359,363.1
360,360,364.0
361,361,364.9
362,362,365.8
363,363,366.7
364,364,367.6
365,365,368.5
366,366,369.4
367,367,370.3
368,368,371.2
369,369,372.1
370,370,373.0
371,371,373.9
372,372,374.8
373,373,375.7
374,374,376.6
375,375,377.5
376,376,378.4
377,377,379.3
378,378,380.2
379,379,381.1
380,380,382.0
381,381,382.9
382,382,383.8
383,383,384.7
384,384,385.6
385,385,386.5
386,386,387.4
387,387,388.3
388,388,389.2
389,389,390.1
390,390,391.0
391,391,391.9
392,392,392.8
393,393,393.7
394,394,394.6
395,395,395.5
396,396,396.4
397,397,397.3
398,398,398.2
399,399,399.1
400,400,40.0
401,401,40.9
402,402,41.8
403,403,42.7
404,404,43.6
405,405,44.5
406,406,45.4
407,407,46.3
408,408,47.2
409,409,48.1
410,410,49.0
411,411,49.9
412,412,50.8
413,413,51.7
414,414,52.6
415,415,53.5
416,416,54.4
417,417,55.3
418,418,56.2
419,419,57.1
420,420,58.0
421,421,58.9
422,422,59.8
423,423,60.7
424,424,61.6
425,425,62.5
426,426,63.4
427,427,64.3
428,428,65.2
429,429,66.1
430,430,67.0
431,431,67.9
432,432,68.8
433,433,69.7
434,434,70.6
435,435,71.5
436,436,72.4
437,437,73.3
438,438,74.2
439,439,75.1
440,440,76.0
441,441,76.9
442,442,77.8
443,443,78.7
444,444,79.6
445,445,80.5
446,446,81.4
447,447,82.3
448,448,83.2
449,449,84.1
450,450,85.0
451,451,85.9
452,452,86.8
453,453,87.7
454,454,88.6
455,455,89.5
456,456,90.4
457,457,91.3
458,458,92.2
459,459,93.1
460,460,94.0
461,461,94.9
462,462,95.8
463,463,96.7
464,464,97.6
465,465,98.5
466,466,99.4
467,467,100.3
468,468,101.2
469,469,102.1
470,470,103.0
471,471,103.9
472,472,104.8
473,473,105.7
474,474,106.6
475,475,107.5
476,476,108.4
477,477,109.3
478,478,110.2
479,479,111.1
480,480,112.0
481,481,112.9
482,482,113.8
483,483,114.7
484,484,115.6
485,485,116.5
486,486,117.4
487,487,118.3
488,488,119.2
489,489,120.1
490,490,121.0
491,491,121.9
492,492,122.8
493,493,123.7
494,494,124.6
495,495,125.5
496,496,126.4
497,497,127.3
498,498,128.2
499,499,129.1
500,500,130.0
501,501,130.9
502,502,131.8
503,503,132.7
504,504,133.6
505,505,134.5
506,506,135.4
507,507,136.3
508,508,137.2
509,509,138.1
510,510,139.0
511,511,139.9
512,512,140.8
513,513,141.7
514,514,142.6
515,515,143.5
516,516,144.4
517,517,145.3
518,518,146.2
519,519,147.1
520,520,148.0
521,521,148.9
522,522,149.8
523,523,150.7
524,524,151.6
525,525,152.5
526,526,153.4
527,527,154.3
528,528,155.2
529,529,156.1
530,530,157.0
531,531,157.9
532,532,158.8
533,533,159.7
534,534,160.6
535,535,161.5
536,536,162.4
537,537,163.3
538,538,164.2
539,539,165.1
540,540,166.0
541,541,166.9
542,542,167.8
543,543,168.7
544,544,169.6
545,545,170.5
546,546,171.4
547,547,172.3
548,548,173.2
549,549,174.1
550,550,175.0
551,551,175.9
552,552,176.8
553,553,177.7
554,554,178.6
555,555,179.5
556,556,180.4
557,557,181.3
558,558,182.2
559,559,183.1
560,560,184.0
561,561,184.9
562,562,185.8
563,563,186.7
564,564,187.6
565,565,188.5
566,566,189.4
567,567,190.3
568,568,191.2
569,569,192.1
570,570,193.0
571,571,193.9
572,572,194.8
573,573,195.7
574,574,196.6
575,575,197.5
576,576,198.4
577,577,199.3
578,578,200.2
579,579,201.1
580,580,202.0
581,581,202.9
582,582,203.8
583,583,204.7
584,584,205.6
585,585,206.5
586,586,207.4
587,587,208.3
588,588,209.2
589,589,210.1
590,590,211.0
591,591,211.9
592,592,212.8
593,593,213.7
594,594,214.6
595,595,215.5
596,596,216.4
597,597,217.3
598,598,218.2
599,599,219.1
600,600,220.0
601,601,220.9
602,602,221.8
603,603,222.7
604,604,223.6
605,605,224.5
606,606,225.4
607,607,226.3
608,608,227.2
609,609,228.1
610,610,229.0
611,611,229.9
612,612,230.8
613,613,231.7
614,614,232.6
615,615,233.5
616,616,234.4
617,617,235.3
618,618,236.2
619,619,237.1
620,620,238.0
621,621,238.9
622,622,239.8
623,623,240.7
624,624,241.6
625,625,242.5
626,626,243.4
627,627,244.3
628,628,245.2
629,629,246.1
630,630,247.0
631,631,247.9
632,632,248.8
633,633,249.7
634,634,250.6
635,635,251.5
636,636,252.4
637,637,253.3
638,638,254.2
639,639,255.1
640,640,256.0
641,641,256.9
642,642,257.8
643,643,258.7
644,644,259.6
645,645,260.5
646,646,261.4
647,647,262.3
648,648,263.2
649,649,264.1
650,650,265.0
651,651,265.9
652,652,266.8
653,653,267.7
654,654,268.6
655,655,269.5
656,656,270.4
657,657,271.3
658,658,272.2
659,659,273.1
660,660,274.0
661,661,274.9
662,662,275.8
663,663,276.7
664,664,277.6
665,665,278.5
666,666,279.4
667,667,280.3
668,668,281.2
669,669,282.1
670,670,283.0
671,671,283.9
672,672,284.8
673,673,285.7
674,674,286.6
675,675,287.5
676,676,288.4
677,677,289.3
678,678,290.2
679,679,291.1
680,680,292.0
681,681,292.9
682,682,293.8
683,683,294.7
684,684,295.6
685,685,296.5
686,686,297.4
687,687,298.3
688,688,299.2
689,689,300.1
690,690,301.0
691,691,301.9
692,692,302.8
693,693,303.7
694,694,304.6
695,695,305.5
696,696,306.4
697,697,307.3
698,698,308.2
699,699,309.1
700,700,310.0
701,701,310.9
702,702,311.8
703,703,312.7
704,704,313.6
705,705,314.5
706,706,315.4
707,707,316.3
708,708,317.2
709,709,318.1
710,710,319.0
711,711,319.9
712,712,320.8
713,713,321.7
714,714,322.6
715,715,323.5
716,716,324.4
717,717,325.3
718,718,326.2
719,719,327.1
720,720,328.0
721,721,328.9
722,722,329.8
723,723,330.7
724,724,331.6
725,725,332.5
726,726,333.4
727,727,334.3
728,728,335.2
729,729,336.1
730,730,337.0
731,731,337.9
732,732,338.8
733,733,339.7
734,734,340.6
735,735,341.5
736,736,342.4
737,737,343.3
738,738,344.2
739,739,345.1
740,740,346.0
741,741,346.9
742,742,347.8
743,743,348.7
744,744,349.6
745,745,350.5
746,746,351.4
747,747,352.3
748,748,353.2
749,749,354.1
750,750,355.0
751,751,355.9
752,752,356.8
753,753,357.7
754,754,358.6
755,755,359.5
756,756,360.4
757,757,361.3
758,758,362.2
759,759,363.1
760,760,364.0
761,761,364.9
762,762,365.8
763,763,366.7
764,764,367.6
765,765,368.5
766,766,369.4
767,767,370.3
768,768,371.2
769,769,372.1
770,770,373.0
771,771,373.9
772,772,374.8
773,773,375.7
774,774,376.6
775,775,377.5
776,776,378.4
777,777,379.3
778,778,380.2
779,779,381.1
780,780,382.0
781,781,382.9
782,782,383.8
783,783,384.7
784,784,385.6
785,785,386.5
786,786,387.4
787,787,388.3
788,788,389.2
789,789,390.1
790,790,391.0
791,791,391.9
792,792,392.8
793,793,393.7
794,794,394.6
795,795,395.5
796,796,396.4
797,797,397.3
798,798,398.2
799,799,399.1
800,800,40.0
801,801,40.9
802,802,41.8
803,803,42.7
804,804,43.6
805,805,44.5
806,806,45.4
807,807,46.3
808,808,47.2
809,809,48.1
810,810,49.0
811,811,49.9
812,812,50.8
813,813,51.7
814,814,52.6
815,815,53.5
816,816,54.4
817,817,55.3
818,818,56.2
819,819,57.1
820,820,58.0
821,821,58.9
822,822,59.8
823,823,60.7
824,824,61.6
825,825,62.5
826,826,63.4
827,827,64.3
828,828,65.2
829,829,66.1
830,830,67.0
831,831,67.9
832,832,68.8
833,833,69.7
834,834,70.6
835,835,71.5
836,836,72.4
837,837,73.3
838,838,74.2
839,839,75.1
840,840,76.0
841,841,76.9
842,842,77.8
843,843,78.7
844,844,79.6
845,845,80.5
846,846,81.4
847,847,82.3
848,848,83.2
849,849,84.1
850,850,85.0
851,851,85.9
852,852,86.8
853,853,87.7
854,854,88.6
855,855,89.5
856,856,90.4
857,857,91.3
858,858,92.2
859,859,93.1
860,860,94.0
861,861,94.9
862,862,95.8
863,863,96.7
864,864,97.6
865,865,98.5
866,866,99.4
867,867,100.3
868,868,101.2
869,869,102.1
870,870,103.0
871,871,103.9
872,872,104.8
873,873,105.7
874,874,106.6
875,875,107.5
876,876,108.4
877,877,109.3
878,878,110.2
879,879,111.1
880,880,112.0
881,881,112.9
882,882,113.8
883,883,114.7
884,884,115.6
885,885,116.5
886,886,117.4
887,887,118.3
888,888,119.2
889,889,120.1
890,890,121.0
891,891,121.9
892,892,122.8
893,893,123.7
894,894,124.6
895,895,125.5
896,896,126.4
897,897,127.3
898,898,128.2
899,899,129.1
900,900,130.0
901,901,130.9
902,902,131.8
903,903,132.7
904,904,133.6
905,905,134.5
906,906,135.4
907,907,136.3
908,908,137.2
909,909,138.1
910,910,139.0
911,911,139.9
912,912,140.8
913,913,141.7
914,914,142.6
915,915,143.5
916,916,144.4
917,917,145.3
918,918,146.2
919,919,147.1
920,920,148.0
921,921,148.9
922,922,149.8
923,923,150.7
924,924,151.6
925,925,152.5
926,926,153.4
927,927,154.3
928,928,155.2
929,929,156.1
930,930,157.0
931,931,157.9
932,932,158.8
933,933,159.7
934,934,160.6
935,935,161.5
936,936,162.4
937,937,163.3
938,938,164.2
939,939,165.1
940,940,166.0
941,941,166.9
942,942,167.8
943,943,168.7
944,944,169.6
945,945,170.5
946,946,171.4
947,947,172.3
948,948,173.2
949,949,174.1
950,950,175.0
951,951,175.9
952,952,176.8
953,953,177.7
954,954,178.6
955,955,179.5
956,956,180.4
957,957,181.3
958,958,182.2
959,959,183.1
960,960,184.0
961,961,184.9
962,962,185.8
963,963,186.7
964,964,187.6
965,965,188.5
966,966,189.4
967,967,190.3
968,968,191.2
969,969,192.1
970,970,193.0
971,971,193.9
972,972,194.8
973,973,195.7
974,974,196.6
975,975,197.5
976,976,198.4
977,977,199.3
978,978,200.2
979,979,201.1
980,980,202.0
981,981,202.9
982,982,203.8
983,983,204.7
984,984,205.6
985,985,206.5
986,986,207.4
987,987,208.3
988,988,209.2
989,989,210.1
990,990,211.0
991,991,211.9
992,992,212.8
993,993,213.7
994,994,214.6
995,995,215.5
996,996,216.4
997,997,217.3
998,998,218.2
999,999,219.1
1000,1000,220.0
1001,1001,220.9
1002,1002,221.8
1003,1003,222.7
1004,1004,223.6
1005,1005,224.5
1006,1006,225.4
1007,1007,226.3
1008,1008,227.2
1009,1009,228.1
1010,1010,229.0
1011,1011,229.9
1012,1012,230.8
1013,1013,231.7
1014,1014,232.6
1015,1015,233.5
1016,1016,234.4
1017,1017,235.3
1018,1018,236.2
1019,1019,237.1
1020,1020,238.0
1021,1021,238.9
1022,1022,239.8
1023,1023,240.7
1024,1024,241.6
1025,1025,242.5
1026,1026,243.4
1027,1027,244.3
1028,1028,245.2
1029,1029,246.1
1030,1030,247.0
1031,1031,247.9
1032,1032,248.8
1033,1033,249.7
1034,1034,250.6
1035,1035,251.5
1036,1036,252.4
1037,1037,253.3
1038,1038,254.2
1039,1039,255.1
1040,1040,256.0
1041,1041,256.9
1042,1042,257.8
1043,1043,258.7
1044,1044,259.6
1045,1045,260.5
1046,1046,261.4
1047,1047,262.3
1048,1048,263.2
1049,1049,264.1
1050,1050,265.0
1051,1051,265.9
1052,1052,266.8
1053,1053,267.7
1054,1054,268.6
1055,1055,269.5
1056,1056,270.4
1057,1057,271.3
1058,1058,272.2
1059,1059,273.1
1060,1060,274.0
1061,1061,274.9
1062,1062,275.8
1063,1063,276.7
1064,1064,277.6
1065,1065,278.5
1066,1066,279.4
1067,1067,280.3
1068,1068,281.2
1069,1069,282.1
1070,1070,283.0
1071,1071,283.9
1072,1072,284.8
1073,1073,285.7
1074,1074,286.6
1075,1075,287.5
1076,1076,288.4
1077,1077,289.3
1078,1078,290.2
1079,1079,291.1
1080,1080,292.0
1081,1081,292.9
1082,1082,293.8
1083,1083,294.7
1084,1084,295.6
1085,1085,296.5
1086,1086,297.4
1087,1087,298.3
1088,1088,299.2
1089,1089,300.1
1090,1090,301.0
1091,1091,301.9
1092,1092,302.8
1093,1093,303.7
1094,1094,304.6
1095,1095,305.5
1096,1096,306.4
1097,1097,307.3
1098,1098,308.2
1099,1099,309.1
1100,1100,310.0
1101,1101,310.9
1102,1102,311.8
1103,1103,312.7
1104,1104,313.6
1105,1105,314.5
1106,1106,315.4
1107,1107,316.3
1108,1108,317.2
1109,1109,318.1
1110,1110,319.0
1111,1111,319.9
1112,1112,320.8
1113,1113,321.7
1114,1114,322.6
1115,1115,323.5
1116,1116,324.4
1117,1117,325.3
1118,1118,326.2
1119,1119,327.1
1120,1120,328.0
1121,1121,328.9
1122,1122,329.8
1123,1123,330.7
1124,1124,331.6
1125,1125,332.5
1126,1126,333.4
1127,1127,334.3
1128,1128,335.2
1129,1129,336.1
1130,1130,337.0
1131,1131,337.9
1132,1132,338.8
1133,1133,339.7
1134,1134,340.6
1135,1135,341.5
1136,1136,342.4
1137,1137,343.3
1138,1138,344.2
1139,1139,345.1
1140,1140,346.0
1141,1141,346.9
1142,1142,347.8
1143,1143,348.7
1144,1144,349.6
1145,1145,350.5
1146,1146,351.4
1147,1147,352.3
1148,1148,353.2
1149,1149,354.1
1150,1150,355.0
1151,1151,355.9
1152,1152,356.8
1153,1153,357.7
1154,1154,358.6
1155,1155,359.5
1156,1156,360.4
1157,1157,361.3
1158,1158,362.2
1159,1159,363.1
1160,1160,364.0
1161,1161,364.9
1162,1162,365.8
1163,1163,366.7
1164,1164,367.6
1165,1165,368.5
1166,1166,369.4
1167,1167,370.3
1168,1168,371.2
1169,1169,372.1
1170,1170,373.0
1171,1171,373.9
1172,1172,374.8
1173,1173,375.7
1174,1174,376.6
1175,1175,377.5
1176,1176,378.4
1177,1177,379.3
1178,1178,380.2
1179,1179,381.1
1180,1180,382.0
1181,1181,382.9
1182,1182,383.8
1183,1183,384.7
1184,1184,385.6
1185,1185,386.5
1186,1186,387.4
1187,1187,388.3
1188,1188,389.2
1189,1189,390.1
1190,1190,391.0
1191,1191,391.9
1192,1192,392.8
1193,1193,393.7
1194,1194,394.6
1195,1195,395.5
1196,1196,396.4
1197,1197,397.3
1198,1198,398.2
1199,1199,399.1
1200,1200,40.0
1201,1201,40.9
1202,1202,41.8
1203,1203,42.7
1204,1204,43.6
1205,1205,44.5
1206,1206,45.4
1207,1207,46.3
1208,1208,47.2
1209,1209,48.1
1210,1210,49.0
1211,1211,49.9
1212,1212,50.8
1213,1213,51.7
1214,1214,52.6
1215,1215,53.5
1216,1216,54.4
1217,1217,55.3
1218,1218,56.2
1219,1219,57.1
1220,1220,58.0
1221,1221,58.9
1222,1222,59.8
1223,1223,60.7
1224,1224,61.6
1225,1225,62.5
1226,1226,63.4
1227,1227,64.3
1228,1228,65.2
1229,1229,66.1
1230,1230,67.0
1231,1231,67.9
1232,1232,68.8
1233,1233,69.7
1234,1234,70.6
1235,1235,71.5
1236,1236,72.4
1237,1237,73.3
1238,1238,74.2
1239,1239,75.1
1240,1240,76.0
1241,1241,76.9
1242,1242,77.8
1243,1243,78.7
1244,1244,79.6
1245,1245,80.5
1246,1246,81.4
1247,1247,82.3
1248,1248,83.2
1249,1249,84.1
1250,1250,85.0
1251,1251,85.9
1252,1252,86.8
1253,1253,87.7
1254,1254,88.6
1255,1255,89.5
1256,1256,90.4
1257,1257,91.3
1258,1258,92.2
1259,1259,93.1
1260,1260,94.0
1261,1261,94.9
1262,1262,95.8
1263,1263,96.7
1264,1264,97.6
1265,1265,98.5
1266,1266,99.4
1267,1267,100.3
1268,1268,101.2
1269,1269,102.1
1270,1270,103.0
1271,1271,103.9
1272,1272,104.8
1273,1273,105.7
1274,1274,106.6
1275,1275,107.5
1276,1276,108.4
1277,1277,109.3
1278,1278,110.2
1279,1279,111.1
1280,1280,112.0
1281,1281,112.9
1282,1282,113.8
1283,1283,114.7
1284,1284,115.6
1285,1285,116.5
1286,1286,117.4
1287,1287,118.3
1288,1288,119.2
1289,1289,120.1
1290,1290,121.0
1291,1291,121.9
1292,1292,122.8
1293,1293,123.7
1294,1294,124.6
1295,1295,125.5
1296,1296,126.4
1297,1297,127.3
1298,1298,128.2
1299,1299,129.1
1300,1300,130.0
1301,1301,130.9
1302,1302,131.8
1303,1303,132.7
1304,1304,133.6
1305,1305,134.5
1306,1306,135.4
1307,1307,136.3
1308,1308,137.2
1309,1309,138.1
1310,1310,139.0
1311,1311,139.9
1312,1312,140.8
1313,1313,141.7
1314,1314,142.6
1315,1315,143.5
1316,1316,144.4
1317,1317,145.3
1318,1318,146.2
1319,1319,147.1
1320,1320,148.0
1321,1321,148.9
1322,1322,149.8
1323,1323,150.7
1324,1324,151.6
1325,1325,152.5
1326,1326,153.4
1327,1327,154.3
1328,1328,155.2
1329,1329,156.1
1330,1330,157.0
1331,1331,157.9
1332,1332,158.8
1333,1333,159.7
1334,1334,160.6
1335,1335,161.5
1336,1336,162.4
1337,1337,163.3
1338,1338,164.2
1339,1339,165.1
1340,1340,166.0
1341,1341,166.9
1342,1342,167.8
1343,1343,168.7
1344,1344,169.6
1345,1345,170.5
1346,1346,171.4
1347,1347,172.3
1348,1348,173.2
1349,1349,174.1
1350,1350,175.0
1351,1351,175.9
1352,1352,176.8
1353,1353,177.7
1354,1354,178.6
1355,1355,179.5
1356,1356,180.4
1357,1357,181.3
1358,1358,182.2
1359,1359,183.1
1360,1360,184.0
1361,1361,184.9
1362,1362,185.8
1363,1363,186.7
1364,1364,187.6
1365,1365,188.5
1366,1366,189.4
1367,1367,190.3
1368,1368,191.2
1369,1369,192.1
1370,1370,193.0
1371,1371,193.9
1372,1372,194.8
1373,1373,195.7
1374,1374,196.6
1375,1375,197.5
1376,1376,198.4
1377,1377,199.3
1378,1378,200.2
1379,1379,201.1
1380,1380,202.0
1381,1381,202.9
1382,1382,203.8
1383,1383,204.7
1384,1384,205.6
1385,1385,206.5
1386,1386,207.4
1387,1387,208.3
1388,1388,209.2
1389,1389,210.1
1390,1390,211.0
1391,1391,211.9
1392,1392,212.8
1393,1393,213.7
1394,1394,214.6
1395,1395,215.5
1396,1396,216.4
1397,1397,217.3
1398,1398,218.2
1399,1399,219.1
1400,1400,220.0
1401,1401,220.9
1402,1402,221.8
1403,1403,222.7
1404,1404,223.6
1405,1405,224.5
1406,1406,225.4
1407,1407,226.3
1408,1408,227.2
1409,1409,228.1
1410,1410,229.0
1411,1411,229.9
1412,1412,230.8
1413,1413,231.7
1414,1414,232.6
1415,1415,233.5
1416,1416,234.4
1417,1417,235.3
1418,1418,236.2
1419,1419,237.1
1420,1420,238.0
1421,1421,238.9
1422,1422,239.8
1423,1423,240.7
1424,1424,241.6
1425,1425,242.5
1426,1426,243.4
1427,1427,244.3
1428,1428,245.2
1429,1429,246.1
1430,1430,247.0
1431,1431,247.9
1432,1432,248.8
1433,1433,249.7
1434,1434,250.6
1435,1435,251.5
1436,1436,252.4
1437,1437,253.3
1438,1438,254.2
1439,1439,255.1
1440,1440,256.0
1441,1441,256.9
1442,1442,257.8
1443,1443,258.7
1444,1444,259.6
1445,1445,260.5
1446,1446,261.4
1447,1447,262.3
1448,1448,263.2
1449,1449,264.1
1450,1450,265.0
1451,1451,265.9
1452,1452,266.8
1453,1453,267.7
1454,1454,268.6
1455,1455,269.5
1456,1456,270.4
1457,1457,271.3
1458,1458,272.2
1459,1459,273.1
1460,1460,274.0
1461,1461,274.9
1462,1462,275.8
1463,1463,276.7
1464,1464,277.6
1465,1465,278.5
1466,1466,279.4
1467,1467,280.3
1468,1468,281.2
1469,1469,282.1
1470,1470,283.0
1471,1471,283.9
1472,1472,284.8
1473,1473,285.7
1474,1474,286.6
1475,1475,287.5
1476,1476,288.4
1477,1477,289.3
1478,1478,290.2
1479,1479,291.1
1480,1480,292.0
1481,1481,292.9
1482,1482,293.8
1483,1483,294.7
1484,1484,295.6
1485,1485,296.5
1486,1486,297.4
1487,1487,298.3
1488,1488,299.2
1489,1489,300.1
1490,1490,301.0
1491,1491,301.9
1492,1492,302.8
1493,1493,303.7
1494,1494,304.6
1495,1495,305.5
1496,1496,306.4
1497,1497,307.3
1498,1498,308.2
1499,1499,309.1
1500,1500,310.0
1501,1501,310.9
1502,1502,311.8
1503,1503,312.7
1504,1504,313.6
1505,1505,314.5
1506,1506,315.4
1507,1507,316.3
1508,1508,317.2
1509,1509,318.1
1510,1510,319.0
1511,1511,319.9
1512,1512,320.8
1513,1513,321.7
1514,1514,322.6
1515,1515,323.5
1516,1516,324.4
1517,1517,325.3
1518,1518,326.2
1519,1519,327.1
1520,1520,328.0
1521,1521,328.9
1522,1522,329.8
1523,1523,330.7
1524,1524,331.6
1525,1525,332.5
1526,1526,333.4
1527,1527,334.3
1528,1528,335.2
1529,1529,336.1
1530,1530,337.0
1531,1531,337.9
1532,1532,338.8
1533,1533,339.7
1534,1534,340.6
1535,1535,341.5
1536,1536,342.4
1537,1537,343.3
1538,1538,344.2
1539,1539,345.1
1540,1540,346.0
1541,1541,346.9
1542,1542,347.8
1543,1543,348.7
1544,1544,349.6
1545,1545,350.5
1546,1546,351.4
1547,1547,352.3
1548,1548,353.2
1549,1549,354.1
1550,1550,355.0
1551,1551,355.9
1552,1552,356.8
1553,1553,357.7
1554,1554,358.6
1555,1555,359.5
1556,1556,360.4
1557,1557,361.3
1558,1558,362.2
1559,1559,363.1
1560,1560,364.0
1561,1561,364.9
1562,1562,365.8
1563,1563,366.7
1564,1564,367.6
1565,1565,368.5
1566,1566,369.4
1567,1567,370.3
1568,1568,371.2
1569,1569,372.1
1570,1570,373.0
1571,1571,373.9
1572,1572,374.8
1573,1573,375.7
1574,1574,376.6
1575,1575,377.5
1576,1576,378.4
1577,1577,379.3
1578,1578,380.2
1579,1579,381.1
1580,1580,382.0
1581,1581,382.9
1582,1582,383.8
1583,1583,384.7
1584,1584,385.6
1585,1585,386.5
1586,1586,387.4
1587,1587,388.3
1588,1588,389.2
1589,1589,390.1
1590,1590,391.0
1591,1591,391.9
1592,1592,392.8
1593,1593,393.7
1594,1594,394.6
1595,1595,395.5
1596,1596,396.4
1597,1597,397.3
