ticket_id,attraction_id,price,valid_date,ticket_type,available_quantity
104,104,108.0,2026-05-15,REGULAR,204
105,105,108.75,2026-05-16,VIP,205
106,106,109.5,2026-05-17,FAMILY,206
107,107,110.25,2026-05-18,STUDENT,207
108,108,111.0,2026-05-19,REGULAR,208
109,109,111.75,2026-05-20,VIP,209
110,110,112.5,2026-05-21,FAMILY,210
111,111,113.25,2026-05-22,STUDENT,211
112,112,114.0,2026-05-23,REGULAR,212
113,113,114.75,2026-05-24,VIP,213
114,114,115.5,2026-05-25,FAMILY,214
115,115,116.25,2026-05-26,STUDENT,215
116,116,117.0,2026-05-27,REGULAR,216
117,117,117.75,2026-05-28,VIP,217
118,118,118.5,2026-05-29,FAMILY,218
119,119,119.25,2026-05-30,STUDENT,219
120,120,120.0,2026-04-01,REGULAR,220
121,121,120.75,2026-04-02,VIP,221
122,122,121.5,2026-04-03,FAMILY,222
123,123,122.25,2026-04-04,STUDENT,223
124,124,123.0,2026-04-05,REGULAR,224
125,125,123.75,2026-04-06,VIP,225
126,126,124.5,2026-04-07,FAMILY,226
127,127,125.25,2026-04-08,STUDENT,227
128,128,126.0,2026-04-09,REGULAR,228
129,129,126.75,2026-04-10,VIP,229
130,130,127.5,2026-04-11,FAMILY,230
131,131,128.25,2026-04-12,STUDENT,231
132,132,129.0,2026-04-13,REGULAR,232
133,133,129.75,2026-04-14,VIP,233
134,134,130.5,2026-04-15,FAMILY,234
135,135,131.25,2026-04-16,STUDENT,235
136,136,132.0,2026-04-17,REGULAR,236
137,137,132.75,2026-04-18,VIP,237
138,138,133.5,2026-04-19,FAMILY,238
139,139,134.25,2026-04-20,STUDENT,239
140,140,135.0,2026-04-21,REGULAR,240
141,141,135.75,2026-04-22,VIP,241
142,142,136.5,2026-04-23,FAMILY,242
143,143,137.25,2026-04-24,STUDENT,243
144,144,138.0,2026-04-25,REGULAR,244
145,145,138.75,2026-04-26,VIP,245
146,146,139.5,2026-04-27,FAMILY,246
147,147,140.25,2026-04-28,STUDENT,247
148,148,141.0,2026-04-29,REGULAR,248
149,149,141.75,2026-04-30,VIP,249
150,150,142.5,2026-05-01,FAMILY,250
151,151,143.25,2026-05-02,STUDENT,251
152,152,144.0,2026-05-03,REGULAR,252
153,153,144.75,2026-05-04,VIP,253
154,154,145.5,2026-05-05,FAMILY,254
155,155,146.25,2026-05-06,STUDENT,255
156,156,147.0,2026-05-07,REGULAR,256
157,157,147.75,2026-05-08,VIP,257
158,158,148.5,2026-05-09,FAMILY,258
159,159,149.25,2026-05-10,STUDENT,259
160,160,150.0,2026-05-11,REGULAR,260
161,161,150.75,2026-05-12,VIP,261
162,162,151.5,2026-05-13,FAMILY,262
163,163,152.25,2026-05-14,STUDENT,263
164,164,153.0,2026-05-15,REGULAR,264
165,165,153.75,2026-05-16,VIP,265
166,166,154.5,2026-05-17,FAMILY,266
167,167,155.25,2026-05-18,STUDENT,267
168,168,156.0,2026-05-19,REGULAR,268
169,169,156.75,2026-05-20,VIP,269
170,170,157.5,2026-05-21,FAMILY,270
171,171,158.25,2026-05-22,STUDENT,271
172,172,159.0,2026-05-23,REGULAR,272
173,173,159.75,2026-05-24,VIP,273
174,174,160.5,2026-05-25,FAMILY,274
175,175,161.25,2026-05-26,STUDENT,275
176,176,162.0,2026-05-27,REGULAR,276
177,177,162.75,2026-05-28,VIP,277
178,178,163.5,2026-05-29,FAMILY,278
179,179,164.25,2026-05-30,STUDENT,279
180,180,165.0,2026-04-01,REGULAR,280
181,181,165.75,2026-04-02,VIP,281
182,182,166.5,2026-04-03,FAMILY,282
183,183,167.25,2026-04-04,STUDENT,283
184,184,168.0,2026-04-05,REGULAR,284
185,185,168.75,2026-04-06,VIP,285
186,186,169.5,2026-04-07,FAMILY,286
187,187,170.25,2026-04-08,STUDENT,287
188,188,171.0,2026-04-09,REGULAR,288
189,189,171.75,2026-04-10,VIP,289
190,190,172.5,2026-04-11,FAMILY,290
191,191,173.25,2026-04-12,STUDENT,291
192,192,174.0,2026-04-13,REGULAR,292
193,193,174.75,2026-04-14,VIP,293
194,194,175.5,2026-04-15,FAMILY,294
195,195,176.25,2026-04-16,STUDENT,295
196,196,177.0,2026-04-17,REGULAR,296
197,197,177.75,2026-04-18,VIP,297
198,198,178.5,2026-04-19,FAMILY,298
199,199,179.25,2026-04-20,STUDENT,299
200,200,180.0,2026-04-21,REGULAR,300
201,201,180.75,2026-04-22,VIP,301
202,202,181.5,2026-04-23,FAMILY,302
203,203,182.25,2026-04-24,STUDENT,303
204,204,183.0,2026-04-25,REGULAR,304
205,205,183.75,2026-04-26,VIP,305
206,206,184.5,2026-04-27,FAMILY,306
207,207,185.25,2026-04-28,STUDENT,307
208,208,186.0,2026-04-29,REGULAR,308
209,209,186.75,2026-04-30,VIP,309
210,210,187.5,2026-05-01,FAMILY,310
211,211,188.25,2026-05-02,STUDENT,311
212,212,189.0,2026-05-03,REGULAR,312
213,213,189.75,2026-05-04,VIP,313
214,214,190.5,2026-05-05,FAMILY,314
215,215,191.25,2026-05-06,STUDENT,315
216,216,192.0,2026-05-07,REGULAR,316
217,217,192.75,2026-05-08,VIP,317
218,218,193.5,2026-05-09,FAMILY,318
219,219,194.25,2026-05-10,STUDENT,319
220,220,195.0,2026-05-11,REGULAR,320
221,221,195.75,2026-05-12,VIP,321
222,222,196.5,2026-05-13,FAMILY,322
223,223,197.25,2026-05-14,STUDENT,323
224,224,198.0,2026-05-15,REGULAR,324
225,225,198.75,2026-05-16,VIP,325
226,226,199.5,2026-05-17,FAMILY,326
227,227,200.25,2026-05-18,STUDENT,327
228,228,201.0,2026-05-19,REGULAR,328
229,229,201.75,2026-05-20,VIP,329
230,230,202.5,2026-05-21,FAMILY,330
231,231,203.25,2026-05-22,STUDENT,331
232,232,204.0,2026-05-23,REGULAR,332
233,233,204.75,2026-05-24,VIP,333
234,234,205.5,2026-05-25,FAMILY,334
235,235,206.25,2026-05-26,STUDENT,335
236,236,207.0,2026-05-27,REGULAR,336
237,237,207.75,2026-05-28,VIP,337
238,238,208.5,2026-05-29,FAMILY,338
239,239,209.25,2026-05-30,STUDENT,339
240,240,210.0,2026-04-01,REGULAR,340
241,241,210.75,2026-04-02,VIP,341
242,242,211.5,2026-04-03,FAMILY,342
243,243,212.25,2026-04-04,STUDENT,343
244,244,213.0,2026-04-05,REGULAR,344
245,245,213.75,2026-04-06,VIP,345
246,246,214.5,2026-04-07,FAMILY,346
247,247,215.25,2026-04-08,STUDENT,347
248,248,216.0,2026-04-09,REGULAR,348
249,249,216.75,2026-04-10,VIP,349
250,250,217.5,2026-04-11,FAMILY,350
251,251,218.25,2026-04-12,STUDENT,351
252,252,219.0,2026-04-13,REGULAR,352
253,253,219.75,2026-04-14,VIP,353
254,254,220.5,2026-04-15,FAMILY,354
255,255,221.25,2026-04-16,STUDENT,355
256,256,222.0,2026-04-17,REGULAR,356
257,257,222.75,2026-04-18,VIP,357
258,258,223.5,2026-04-19,FAMILY,358
259,259,224.25,2026-04-20,STUDENT,359
260,260,225.0,2026-04-21,REGULAR,360
261,261,225.75,2026-04-22,VIP,361
262,262,226.5,2026-04-23,FAMILY,362
263,263,227.25,2026-04-24,STUDENT,363
264,264,228.0,2026-04-25,REGULAR,364
265,265,228.75,2026-04-26,VIP,365
266,266,229.5,2026-04-27,FAMILY,366
267,267,230.25,2026-04-28,STUDENT,367
268,268,231.0,2026-04-29,REGULAR,368
269,269,231.75,2026-04-30,VIP,369
270,270,232.5,2026-05-01,FAMILY,370
271,271,233.25,2026-05-02,STUDENT,371
272,272,234.0,2026-05-03,REGULAR,372
273,273,234.75,2026-05-04,VIP,373
274,274,235.5,2026-05-05,FAMILY,374
275,275,236.25,2026-05-06,STUDENT,375
276,276,237.0,2026-05-07,REGULAR,376
277,277,237.75,2026-05-08,VIP,377
278,278,238.5,2026-05-09,FAMILY,378
279,279,239.25,2026-05-10,STUDENT,379
280,280,240.0,2026-05-11,REGULAR,380
281,281,240.75,2026-05-12,VIP,381
282,282,241.5,2026-05-13,FAMILY,382
283,283,242.25,2026-05-14,STUDENT,383
284,284,243.0,2026-05-15,REGULAR,384
285,285,243.75,2026-05-16,VIP,385
286,286,244.5,2026-05-17,FAMILY,386
287,287,245.25,2026-05-18,STUDENT,387
288,288,246.0,2026-05-19,REGULAR,388
289,289,246.75,2026-05-20,VIP,389
290,290,247.5,2026-05-21,FAMILY,390
291,291,248.25,2026-05-22,STUDENT,391
292,292,249.0,2026-05-23,REGULAR,392
293,293,249.75,2026-05-24,VIP,393
294,294,250.5,2026-05-25,FAMILY,394
295,295,251.25,2026-05-26,STUDENT,395
296,296,252.0,2026-05-27,REGULAR,396
297,297,252.75,2026-05-28,VIP,397
298,298,253.5,2026-05-29,FAMILY,398
299,299,254.25,2026-05-30,STUDENT,399
300,300,30.0,2026-04-01,REGULAR,400
301,301,30.75,2026-04-02,VIP,401
302,302,31.5,2026-04-03,FAMILY,402
303,303,32.25,2026-04-04,STUDENT,403
304,304,33.0,2026-04-05,REGULAR,404
305,305,33.75,2026-04-06,VIP,405
306,306,34.5,2026-04-07,FAMILY,406
307,307,35.25,2026-04-08,STUDENT,407
308,308,36.0,2026-04-09,REGULAR,408
309,309,36.75,2026-04-10,VIP,409
310,310,37.5,2026-04-11,FAMILY,410
311,311,38.25,2026-04-12,STUDENT,411
312,312,39.0,2026-04-13,REGULAR,412
313,313,39.75,2026-04-14,VIP,413
314,314,40.5,2026-04-15,FAMILY,414
315,315,41.25,2026-04-16,STUDENT,415
316,316,42.0,2026-04-17,REGULAR,416
317,317,42.75,2026-04-18,VIP,417
318,318,43.5,2026-04-19,FAMILY,418
319,319,44.25,2026-04-20,STUDENT,419
320,320,45.0,2026-04-21,REGULAR,420
321,321,45.75,2026-04-22,VIP,421
322,322,46.5,2026-04-23,FAMILY,422
323,323,47.25,2026-04-24,STUDENT,423
324,324,48.0,2026-04-25,REGULAR,424
325,325,48.75,2026-04-26,VIP,425
326,326,49.5,2026-04-27,FAMILY,426
327,327,50.25,2026-04-28,STUDENT,427
328,328,51.0,2026-04-29,REGULAR,428
329,329,51.75,2026-04-30,VIP,429
330,330,52.5,2026-05-01,FAMILY,430
331,331,53.25,2026-05-02,STUDENT,431
332,332,54.0,2026-05-03,REGULAR,432
333,333,54.75,2026-05-04,VIP,433
334,334,55.5,2026-05-05,FAMILY,434
335,335,56.25,2026-05-06,STUDENT,435
336,336,57.0,2026-05-07,REGULAR,436
337,337,57.75,2026-05-08,VIP,437
338,338,58.5,2026-05-09,FAMILY,438
339,339,59.25,2026-05-10,STUDENT,439
340,340,60.0,2026-05-11,REGULAR,440
341,341,60.75,2026-05-12,VIP,441
342,342,61.5,2026-05-13,FAMILY,442
343,343,62.25,2026-05-14,STUDENT,443
344,344,63.0,2026-05-15,REGULAR,444
345,345,63.75,2026-05-16,VIP,445
346,346,64.5,2026-05-17,FAMILY,446
347,347,65.25,2026-05-18,STUDENT,447
348,348,66.0,2026-05-19,REGULAR,448
349,349,66.75,2026-05-20,VIP,449
350,350,67.5,2026-05-21,FAMILY,450
351,351,68.25,2026-05-22,STUDENT,451
352,352,69.0,2026-05-23,REGULAR,452
353,353,69.75,2026-05-24,VIP,453
354,354,70.5,2026-05-25,FAMILY,454
355,355,71.25,2026-05-26,STUDENT,455
356,356,72.0,2026-05-27,REGULAR,456
357,357,72.75,2026-05-28,VIP,457
358,358,73.5,2026-05-29,FAMILY,458
359,359,74.25,2026-05-30,STUDENT,459
360,360,75.0,2026-04-01,REGULAR,460
361,361,75.75,2026-04-02,VIP,461
362,362,76.5,2026-04-03,FAMILY,462
363,363,77.25,2026-04-04,STUDENT,463
364,364,78.0,2026-04-05,REGULAR,464
365,365,78.75,2026-04-06,VIP,465
366,366,79.5,2026-04-07,FAMILY,466
367,367,80.25,2026-04-08,STUDENT,467
368,368,81.0,2026-04-09,REGULAR,468
369,369,81.75,2026-04-10,VIP,469
370,370,82.5,2026-04-11,FAMILY,470
371,371,83.25,2026-04-12,STUDENT,471
372,372,84.0,2026-04-13,REGULAR,472
373,373,84.75,2026-04-14,VIP,473
374,374,85.5,2026-04-15,FAMILY,474
375,375,86.25,2026-04-16,STUDENT,475
376,376,87.0,2026-04-17,REGULAR,476
377,377,87.75,2026-04-18,VIP,477
378,378,88.5,2026-04-19,FAMILY,478
379,379,89.25,2026-04-20,STUDENT,479
380,380,90.0,2026-04-21,REGULAR,480
381,381,90.75,2026-04-22,VIP,481
382,382,91.5,2026-04-23,FAMILY,482
383,383,92.25,2026-04-24,STUDENT,483
384,384,93.0,2026-04-25,REGULAR,484
385,385,93.75,2026-04-26,VIP,485
386,386,94.5,2026-04-27,FAMILY,486
387,387,95.25,2026-04-28,STUDENT,487
388,388,96.0,2026-04-29,REGULAR,488
389,389,96.75,2026-04-30,VIP,489
390,390,97.5,2026-05-01,FAMILY,490
391,391,98.25,2026-05-02,STUDENT,491
392,392,99.0,2026-05-03,REGULAR,492
393,393,99.75,2026-05-04,VIP,493
394,394,100.5,2026-05-05,FAMILY,494
395,395,101.25,2026-05-06,STUDENT,495
396,396,102.0,2026-05-07,REGULAR,496
397,397,102.75,2026-05-08,VIP,497
398,398,103.5,2026-05-09,FAMILY,498
399,399,104.25,2026-05-10,STUDENT,499
400,400,105.0,2026-05-11,REGULAR,500
401,401,105.75,2026-05-12,VIP,501
402,402,106.5,2026-05-13,FAMILY,502
403,403,107.25,2026-05-14,STUDENT,503
404,404,108.0,2026-05-15,REGULAR,504
405,405,108.75,2026-05-16,VIP,505
406,406,109.5,2026-05-17,FAMILY,506
407,407,110.25,2026-05-18,STUDENT,507
408,408,111.0,2026-05-19,REGULAR,508
409,409,111.75,2026-05-20,VIP,509
410,410,112.5,2026-05-21,FAMILY,510
411,411,113.25,2026-05-22,STUDENT,511
412,412,114.0,2026-05-23,REGULAR,512
413,413,114.75,2026-05-24,VIP,513
414,414,115.5,2026-05-25,FAMILY,514
415,415,116.25,2026-05-26,STUDENT,515
416,416,117.0,2026-05-27,REGULAR,516
417,417,117.75,2026-05-28,VIP,517
418,418,118.5,2026-05-29,FAMILY,518
419,419,119.25,2026-05-30,STUDENT,519
420,420,120.0,2026-04-01,REGULAR,520
421,421,120.75,2026-04-02,VIP,521
422,422,121.5,2026-04-03,FAMILY,522
423,423,122.25,2026-04-04,STUDENT,523
424,424,123.0,2026-04-05,REGULAR,524
425,425,123.75,2026-04-06,VIP,525
426,426,124.5,2026-04-07,FAMILY,526
427,427,125.25,2026-04-08,STUDENT,527
428,428,126.0,2026-04-09,REGULAR,528
429,429,126.75,2026-04-10,VIP,529
430,430,127.5,2026-04-11,FAMILY,530
431,431,128.25,2026-04-12,STUDENT,531
432,432,129.0,2026-04-13,REGULAR,532
433,433,129.75,2026-04-14,VIP,533
434,434,130.5,2026-04-15,FAMILY,534
435,435,131.25,2026-04-16,STUDENT,535
436,436,132.0,2026-04-17,REGULAR,536
437,437,132.75,2026-04-18,VIP,537
438,438,133.5,2026-04-19,FAMILY,538
439,439,134.25,2026-04-20,STUDENT,539
440,440,135.0,2026-04-21,REGULAR,540
441,441,135.75,2026-04-22,VIP,541
442,442,136.5,2026-04-23,FAMILY,542
443,443,137.25,2026-04-24,STUDENT,543
444,444,138.0,2026-04-25,REGULAR,544
445,445,138.75,2026-04-26,VIP,545
446,446,139.5,2026-04-27,FAMILY,546
447,447,140.25,2026-04-28,STUDENT,547
448,448,141.0,2026-04-29,REGULAR,548
449,449,141.75,2026-04-30,VIP,549
450,450,142.5,2026-05-01,FAMILY,550
451,451,143.25,2026-05-02,STUDENT,551
452,452,144.0,2026-05-03,REGULAR,552
453,453,144.75,2026-05-04,VIP,553
454,454,145.5,2026-05-05,FAMILY,554
455,455,146.25,2026-05-06,STUDENT,555
456,456,147.0,2026-05-07,REGULAR,556
457,457,147.75,2026-05-08,VIP,557
458,458,148.5,2026-05-09,FAMILY,558
459,459,149.25,2026-05-10,STUDENT,559
460,460,150.0,2026-05-11,REGULAR,560
461,461,150.75,2026-05-12,VIP,561
462,462,151.5,2026-05-13,FAMILY,562
463,463,152.25,2026-05-14,STUDENT,563
464,464,153.0,2026-05-15,REGULAR,564
465,465,153.75,2026-05-16,VIP,565
466,466,154.5,2026-05-17,FAMILY,566
467,467,155.25,2026-05-18,STUDENT,567
468,468,156.0,2026-05-19,REGULAR,568
469,469,156.75,2026-05-20,VIP,569
470,470,157.5,2026-05-21,FAMILY,570
471,471,158.25,2026-05-22,STUDENT,571
472,472,159.0,2026-05-23,REGULAR,572
473,473,159.75,2026-05-24,VIP,573
474,474,160.5,2026-05-25,FAMILY,574
475,475,161.25,2026-05-26,STUDENT,575
476,476,162.0,2026-05-27,REGULAR,576
477,477,162.75,2026-05-28,VIP,577
478,478,163.5,2026-05-29,FAMILY,578
479,479,164.25,2026-05-30,STUDENT,579
480,480,165.0,2026-04-01,REGULAR,580
481,481,165.75,2026-04-02,VIP,581
482,482,166.5,2026-04-03,FAMILY,582
483,483,167.25,2026-04-04,STUDENT,583
484,484,168.0,2026-04-05,REGULAR,584
485,485,168.75,2026-04-06,VIP,585
486,486,169.5,2026-04-07,FAMILY,586
487,487,170.25,2026-04-08,STUDENT,587
488,488,171.0,2026-04-09,REGULAR,588
489,489,171.75,2026-04-10,VIP,589
490,490,172.5,2026-04-11,FAMILY,590
491,491,173.25,2026-04-12,STUDENT,591
492,492,174.0,2026-04-13,REGULAR,592
493,493,174.75,2026-04-14,VIP,593
494,494,175.5,2026-04-15,FAMILY,594
495,495,176.25,2026-04-16,STUDENT,595
496,496,177.0,2026-04-17,REGULAR,596
497,497,177.75,2026-04-18,VIP,597
498,498,178.5,2026-04-19,FAMILY,598
499,499,179.25,2026-04-20,STUDENT,599
500,500,180.0,2026-04-21,REGULAR,600
