attraction_id,name,location,description,opening_hours,category,price
37,Attr37,City37,Attraction number 37 in category History,09:00:00,History,57.75
38,Attr38,City38,Attraction number 38 in category Culture,10:00:00,Culture,58.5
39,Attr39,City39,Attraction number 39 in category Adventure,11:00:00,Adventure,59.25
40,Attr40,City40,Attraction number 40 in category Museum,12:00:00,Museum,60.0
41,Attr41,City41,Attraction number 41 in category Nature,13:00:00,Nature,60.75
42,Attr42,City42,Attraction number 42 in category Food,08:00:00,Food,61.5
43,Attr43,City43,Attraction number 43 in category Tour,09:00:00,Tour,62.25
44,Attr44,City44,Attraction number 44 in category Water,10:00:00,Water,63.0
45,Attr45,City45,Attraction number 45 in category History,11:00:00,History,63.75
46,Attr46,City46,Attraction number 46 in category Culture,12:00:00,Culture,64.5
47,Attr47,City47,Attraction number 47 in category Adventure,13:00:00,Adventure,65.25
48,Attr48,City48,Attraction number 48 in category Museum,08:00:00,Museum,66.0
49,Attr49,City49,Attraction number 49 in category Nature,09:00:00,Nature,66.75
50,Attr50,City50,Attraction number 50 in category Food,10:00:00,Food,67.5
51,Attr51,City51,Attraction number 51 in category Tour,11:00:00,Tour,68.25
52,Attr52,City52,Attraction number 52 in category Water,12:00:00,Water,69.0
53,Attr53,City53,Attraction number 53 in category History,13:00:00,History,69.75
54,Attr54,City54,Attraction number 54 in category Culture,08:00:00,Culture,70.5
55,Attr55,City55,Attraction number 55 in category Adventure,09:00:00,Adventure,71.25
56,Attr56,City56,Attraction number 56 in category Museum,10:00:00,Museum,72.0
57,Attr57,City57,Attraction number 57 in category Nature,11:00:00,Nature,72.75
58,Attr58,City58,Attraction number 58 in category Food,12:00:00,Food,73.5
59,Attr59,City59,Attraction number 59 in category Tour,13:00:00,Tour,74.25
60,Attr60,City60,Attraction number 60 in category Water,08:00:00,Water,75.0
61,Attr61,City61,Attraction number 61 in category History,09:00:00,History,75.75
62,Attr62,City62,Attraction number 62 in category Culture,10:00:00,Culture,76.5
63,Attr63,City63,Attraction number 63 in category Adventure,11:00:00,Adventure,77.25
64,Attr64,City64,Attraction number 64 in category Museum,12:00:00,Museum,78.0
65,Attr65,City65,Attraction number 65 in category Nature,13:00:00,Nature,78.75
66,Attr66,City66,Attraction number 66 in category Food,08:00:00,Food,79.5
67,Attr67,City67,Attraction number 67 in category Tour,09:00:00,Tour,80.25
68,Attr68,City68,Attraction number 68 in category Water,10:00:00,Water,81.0
69,Attr69,City69,Attraction number 69 in category History,11:00:00,History,81.75
70,Attr70,City70,Attraction number 70 in category Culture,12:00:00,Culture,82.5
71,Attr71,City71,Attraction number 71 in category Adventure,13:00:00,Adventure,83.25
72,Attr72,City72,Attraction number 72 in category Museum,08:00:00,Museum,84.0
73,Attr73,City73,Attraction number 73 in category Nature,09:00:00,Nature,84.75
74,Attr74,City74,Attraction number 74 in category Food,10:00:00,Food,85.5
75,Attr75,City75,Attraction number 75 in category Tour,11:00:00,Tour,86.25
76,Attr76,City76,Attraction number 76 in category Water,12:00:00,Water,87.0
77,Attr77,City77,Attraction number 77 in category History,13:00:00,History,87.75
78,Attr78,City78,Attraction number 78 in category Culture,08:00:00,Culture,88.5
79,Attr79,City79,Attraction number 79 in category Adventure,09:00:00,Adventure,89.25
80,Attr80,City80,Attraction number 80 in category Museum,10:00:00,Museum,90.0
81,Attr81,City81,Attraction number 81 in category Nature,11:00:00,Nature,90.75
82,Attr82,City82,Attraction number 82 in category Food,12:00:00,Food,91.5
83,Attr83,City83,Attraction number 83 in category Tour,13:00:00,Tour,92.25
84,Attr84,City84,Attraction number 84 in category Water,08:00:00,Water,93.0
85,Attr85,City85,Attraction number 85 in category History,09:00:00,History,93.75
86,Attr86,City86,Attraction number 86 in category Culture,10:00:00,Culture,94.5
87,Attr87,City87,Attraction number 87 in category Adventure,11:00:00,Adventure,95.25
88,Attr88,City88,Attraction number 88 in category Museum,12:00:00,Museum,96.0
89,Attr89,City89,Attraction number 89 in category Nature,13:00:00,Nature,96.75
90,Attr90,City90,Attraction number 90 in category Food,08:00:00,Food,97.5
91,Attr91,City91,Attraction number 91 in category Tour,09:00:00,Tour,98.25
92,Attr92,City92,Attraction number 92 in category Water,10:00:00,Water,99.0
93,Attr93,City93,Attraction number 93 in category History,11:00:00,History,99.75
94,Attr94,City94,Attraction number 94 in category Culture,12:00:00,Culture,100.5
95,Attr95,City95,Attraction number 95 in category Adventure,13:00:00,Adventure,101.25
96,Attr96,City96,Attraction number 96 in category Museum,08:00:00,Museum,102.0
97,Attr97,City97,Attraction number 97 in category Nature,09:00:00,Nature,102.75
98,Attr98,City98,Attraction number 98 in category Food,10:00:00,Food,103.5
99,Attr99,City99,Attraction number 99 in category Tour,11:00:00,Tour,104.25
100,Attr100,City100,Attraction number 100 in category Water,12:00:00,Water,105.0
101,Attr101,City101,Attraction number 101 in category History,13:00:00,History,105.75
102,Attr102,City102,Attraction number 102 in category Culture,08:00:00,Culture,106.5
103,Attr103,City103,Attraction number 103 in category Adventure,09:00:00,Adventure,107.25
104,Attr104,City104,Attraction number 104 in category Museum,10:00:00,Museum,108.0
105,Attr105,City105,Attraction number 105 in category Nature,11:00:00,Nature,108.75
106,Attr106,City106,Attraction number 106 in category Food,12:00:00,Food,109.5
107,Attr107,City107,Attraction number 107 in category Tour,13:00:00,Tour,110.25
108,Attr108,City108,Attraction number 108 in category Water,08:00:00,Water,111.0
109,Attr109,City109,Attraction number 109 in category History,09:00:00,History,111.75
110,Attr110,City110,Attraction number 110 in category Culture,10:00:00,Culture,112.5
111,Attr111,City111,Attraction number 111 in category Adventure,11:00:00,Adventure,113.25
112,Attr112,City112,Attraction number 112 in category Museum,12:00:00,Museum,114.0
113,Attr113,City113,Attraction number 113 in category Nature,13:00:00,Nature,114.75
114,Attr114,City114,Attraction number 114 in category Food,08:00:00,Food,115.5
115,Attr115,City115,Attraction number 115 in category Tour,09:00:00,Tour,116.25
116,Attr116,City116,Attraction number 116 in category Water,10:00:00,Water,117.0
117,Attr117,City117,Attraction number 117 in category History,11:00:00,History,117.75
118,Attr118,City118,Attraction number 118 in category Culture,12:00:00,Culture,118.5
119,Attr119,City119,Attraction number 119 in category Adventure,13:00:00,Adventure,119.25
120,Attr120,City120,Attraction number 120 in category Museum,08:00:00,Museum,120.0
121,Attr121,City121,Attraction number 121 in category Nature,09:00:00,Nature,120.75
122,Attr122,City122,Attraction number 122 in category Food,10:00:00,Food,121.5
123,Attr123,City123,Attraction number 123 in category Tour,11:00:00,Tour,122.25
124,Attr124,City124,Attraction number 124 in category Water,12:00:00,Water,123.0
125,Attr125,City125,Attraction number 125 in category History,13:00:00,History,123.75
126,Attr126,City126,Attraction number 126 in category Culture,08:00:00,Culture,124.5
127,Attr127,City127,Attraction number 127 in category Adventure,09:00:00,Adventure,125.25
128,Attr128,City128,Attraction number 128 in category Museum,10:00:00,Museum,126.0
129,Attr129,City129,Attraction number 129 in category Nature,11:00:00,Nature,126.75
130,Attr130,City130,Attraction number 130 in category Food,12:00:00,Food,127.5
131,Attr131,City131,Attraction number 131 in category Tour,13:00:00,Tour,128.25
132,Attr132,City132,Attraction number 132 in category Water,08:00:00,Water,129.0
133,Attr133,City133,Attraction number 133 in category History,09:00:00,History,129.75
134,Attr134,City134,Attraction number 134 in category Culture,10:00:00,Culture,130.5
135,Attr135,City135,Attraction number 135 in category Adventure,11:00:00,Adventure,131.25
136,Attr136,City136,Attraction number 136 in category Museum,12:00:00,Museum,132.0
137,Attr137,City137,Attraction number 137 in category Nature,13:00:00,Nature,132.75
138,Attr138,City138,Attraction number 138 in category Food,08:00:00,Food,133.5
139,Attr139,City139,Attraction number 139 in category Tour,09:00:00,Tour,134.25
140,Attr140,City140,Attraction number 140 in category Water,10:00:00,Water,135.0
141,Attr141,City141,Attraction number 141 in category History,11:00:00,History,135.75
142,Attr142,City142,Attraction number 142 in category Culture,12:00:00,Culture,136.5
143,Attr143,City143,Attraction number 143 in category Adventure,13:00:00,Adventure,137.25
144,Attr144,City144,Attraction number 144 in category Museum,08:00:00,Museum,138.0
145,Attr145,City145,Attraction number 145 in category Nature,09:00:00,Nature,138.75
146,Attr146,City146,Attraction number 146 in category Food,10:00:00,Food,139.5
147,Attr147,City147,Attraction number 147 in category Tour,11:00:00,Tour,140.25
148,Attr148,City148,Attraction number 148 in category Water,12:00:00,Water,141.0
149,Attr149,City149,Attraction number 149 in category History,13:00:00,History,141.75
150,Attr150,City150,Attraction number 150 in category Culture,08:00:00,Culture,142.5
151,Attr151,City151,Attraction number 151 in category Adventure,09:00:00,Adventure,143.25
152,Attr152,City152,Attraction number 152 in category Museum,10:00:00,Museum,144.0
153,Attr153,City153,Attraction number 153 in category Nature,11:00:00,Nature,144.75
154,Attr154,City154,Attraction number 154 in category Food,12:00:00,Food,145.5
155,Attr155,City155,Attraction number 155 in category Tour,13:00:00,Tour,146.25
156,Attr156,City156,Attraction number 156 in category Water,08:00:00,Water,147.0
157,Attr157,City157,Attraction number 157 in category History,09:00:00,History,147.75
158,Attr158,City158,Attraction number 158 in category Culture,10:00:00,Culture,148.5
159,Attr159,City159,Attraction number 159 in category Adventure,11:00:00,Adventure,149.25
160,Attr160,City160,Attraction number 160 in category Museum,12:00:00,Museum,150.0
161,Attr161,City161,Attraction number 161 in category Nature,13:00:00,Nature,150.75
162,Attr162,City162,Attraction number 162 in category Food,08:00:00,Food,151.5
163,Attr163,City163,Attraction number 163 in category Tour,09:00:00,Tour,152.25
164,Attr164,City164,Attraction number 164 in category Water,10:00:00,Water,153.0
165,Attr165,City165,Attraction number 165 in category History,11:00:00,History,153.75
166,Attr166,City166,Attraction number 166 in category Culture,12:00:00,Culture,154.5
167,Attr167,City167,Attraction number 167 in category Adventure,13:00:00,Adventure,155.25
168,Attr168,City168,Attraction number 168 in category Museum,08:00:00,Museum,156.0
169,Attr169,City169,Attraction number 169 in category Nature,09:00:00,Nature,156.75
170,Attr170,City170,Attraction number 170 in category Food,10:00:00,Food,157.5
171,Attr171,City171,Attraction number 171 in category Tour,11:00:00,Tour,158.25
172,Attr172,City172,Attraction number 172 in category Water,12:00:00,Water,159.0
173,Attr173,City173,Attraction number 173 in category History,13:00:00,History,159.75
174,Attr174,City174,Attraction number 174 in category Culture,08:00:00,Culture,160.5
175,Attr175,City175,Attraction number 175 in category Adventure,09:00:00,Adventure,161.25
176,Attr176,City176,Attraction number 176 in category Museum,10:00:00,Museum,162.0
177,Attr177,City177,Attraction number 177 in category Nature,11:00:00,Nature,162.75
178,Attr178,City178,Attraction number 178 in category Food,12:00:00,Food,163.5
179,Attr179,City179,Attraction number 179 in category Tour,13:00:00,Tour,164.25
180,Attr180,City180,Attraction number 180 in category Water,08:00:00,Water,165.0
181,Attr181,City181,Attraction number 181 in category History,09:00:00,History,165.75
182,Attr182,City182,Attraction number 182 in category Culture,10:00:00,Culture,166.5
183,Attr183,City183,Attraction number 183 in category Adventure,11:00:00,Adventure,167.25
184,Attr184,City184,Attraction number 184 in category Museum,12:00:00,Museum,168.0
185,Attr185,City185,Attraction number 185 in category Nature,13:00:00,Nature,168.75
186,Attr186,City186,Attraction number 186 in category Food,08:00:00,Food,169.5
187,Attr187,City187,Attraction number 187 in category Tour,09:00:00,Tour,170.25
188,Attr188,City188,Attraction number 188 in category Water,10:00:00,Water,171.0
189,Attr189,City189,Attraction number 189 in category History,11:00:00,History,171.75
190,Attr190,City190,Attraction number 190 in category Culture,12:00:00,Culture,172.5
191,Attr191,City191,Attraction number 191 in category Adventure,13:00:00,Adventure,173.25
192,Attr192,City192,Attraction number 192 in category Museum,08:00:00,Museum,174.0
193,Attr193,City193,Attraction number 193 in category Nature,09:00:00,Nature,174.75
194,Attr194,City194,Attraction number 194 in category Food,10:00:00,Food,175.5
195,Attr195,City195,Attraction number 195 in category Tour,11:00:00,Tour,176.25
196,Attr196,City196,Attraction number 196 in category Water,12:00:00,Water,177.0
197,Attr197,City197,Attraction number 197 in category History,13:00:00,History,177.75
198,Attr198,City198,Attraction number 198 in category Culture,08:00:00,Culture,178.5
199,Attr199,City199,Attraction number 199 in category Adventure,09:00:00,Adventure,179.25
200,Attr200,City0,Attraction number 200 in category Museum,10:00:00,Museum,180.0
201,Attr201,City1,Attraction number 201 in category Nature,11:00:00,Nature,180.75
202,Attr202,City2,Attraction number 202 in category Food,12:00:00,Food,181.5
203,Attr203,City3,Attraction number 203 in category Tour,13:00:00,Tour,182.25
204,Attr204,City4,Attraction number 204 in category Water,08:00:00,Water,183.0
205,Attr205,City5,Attraction number 205 in category History,09:00:00,History,183.75
206,Attr206,City6,Attraction number 206 in category Culture,10:00:00,Culture,184.5
207,Attr207,City7,Attraction number 207 in category Adventure,11:00:00,Adventure,185.25
208,Attr208,City8,Attraction number 208 in category Museum,12:00:00,Museum,186.0
209,Attr209,City9,Attraction number 209 in category Nature,13:00:00,Nature,186.75
210,Attr210,City10,Attraction number 210 in category Food,08:00:00,Food,187.5
211,Attr211,City11,Attraction number 211 in category Tour,09:00:00,Tour,188.25
212,Attr212,City12,Attraction number 212 in category Water,10:00:00,Water,189.0
213,Attr213,City13,Attraction number 213 in category History,11:00:00,History,189.75
214,Attr214,City14,Attraction number 214 in category Culture,12:00:00,Culture,190.5
215,Attr215,City15,Attraction number 215 in category Adventure,13:00:00,Adventure,191.25
216,Attr216,City16,Attraction number 216 in category Museum,08:00:00,Museum,192.0
217,Attr217,City17,Attraction number 217 in category Nature,09:00:00,Nature,192.75
218,Attr218,City18,Attraction number 218 in category Food,10:00:00,Food,193.5
219,Attr219,City19,Attraction number 219 in category Tour,11:00:00,Tour,194.25
220,Attr220,City20,Attraction number 220 in category Water,12:00:00,Water,195.0
221,Attr221,City21,Attraction number 221 in category History,13:00:00,History,195.75
222,Attr222,City22,Attraction number 222 in category Culture,08:00:00,Culture,196.5
223,Attr223,City23,Attraction number 223 in category Adventure,09:00:00,Adventure,197.25
224,Attr224,City24,Attraction number 224 in category Museum,10:00:00,Museum,198.0
225,Attr225,City25,Attraction number 225 in category Nature,11:00:00,Nature,198.75
226,Attr226,City26,Attraction number 226 in category Food,12:00:00,Food,199.5
227,Attr227,City27,Attraction number 227 in category Tour,13:00:00,Tour,200.25
228,Attr228,City28,Attraction number 228 in category Water,08:00:00,Water,201.0
229,Attr229,City29,Attraction number 229 in category History,09:00:00,History,201.75
230,Attr230,City30,Attraction number 230 in category Culture,10:00:00,Culture,202.5
231,Attr231,City31,Attraction number 231 in category Adventure,11:00:00,Adventure,203.25
232,Attr232,City32,Attraction number 232 in category Museum,12:00:00,Museum,204.0
233,Attr233,City33,Attraction number 233 in category Nature,13:00:00,Nature,204.75
234,Attr234,City34,Attraction number 234 in category Food,08:00:00,Food,205.5
235,Attr235,City35,Attraction number 235 in category Tour,09:00:00,Tour,206.25
236,Attr236,City36,Attraction number 236 in category Water,10:00:00,Water,207.0
237,Attr237,City37,Attraction number 237 in category History,11:00:00,History,207.75
238,Attr238,City38,Attraction number 238 in category Culture,12:00:00,Culture,208.5
239,Attr239,City39,Attraction number 239 in category Adventure,13:00:00,Adventure,209.25
240,Attr240,City40,Attraction number 240 in category Museum,08:00:00,Museum,210.0
241,Attr241,City41,Attraction number 241 in category Nature,09:00:00,Nature,210.75
242,Attr242,City42,Attraction number 242 in category Food,10:00:00,Food,211.5
243,Attr243,City43,Attraction number 243 in category Tour,11:00:00,Tour,212.25
244,Attr244,City44,Attraction number 244 in category Water,12:00:00,Water,213.0
245,Attr245,City45,Attraction number 245 in category History,13:00:00,History,213.75
246,Attr246,City46,Attraction number 246 in category Culture,08:00:00,Culture,214.5
247,Attr247,City47,Attraction number 247 in category Adventure,09:00:00,Adventure,215.25
248,Attr248,City48,Attraction number 248 in category Museum,10:00:00,Museum,216.0
249,Attr249,City49,Attraction number 249 in category Nature,11:00:00,Nature,216.75
250,Attr250,City50,Attraction number 250 in category Food,12:00:00,Food,217.5
251,Attr251,City51,Attraction number 251 in category Tour,13:00:00,Tour,218.25
252,Attr252,City52,Attraction number 252 in category Water,08:00:00,Water,219.0
253,Attr253,City53,Attraction number 253 in category History,09:00:00,History,219.75
254,Attr254,City54,Attraction number 254 in category Culture,10:00:00,Culture,220.5
255,Attr255,City55,Attraction number 255 in category Adventure,11:00:00,Adventure,221.25
256,Attr256,City56,Attraction number 256 in category Museum,12:00:00,Museum,222.0
257,Attr257,City57,Attraction number 257 in category Nature,13:00:00,Nature,222.75
258,Attr258,City58,Attraction number 258 in category Food,08:00:00,Food,223.5
259,Attr259,City59,Attraction number 259 in category Tour,09:00:00,Tour,224.25
260,Attr260,City60,Attraction number 260 in category Water,10:00:00,Water,225.0
261,Attr261,City61,Attraction number 261 in category History,11:00:00,History,225.75
262,Attr262,City62,Attraction number 262 in category Culture,12:00:00,Culture,226.5
263,Attr263,City63,Attraction number 263 in category Adventure,13:00:00,Adventure,227.25
264,Attr264,City64,Attraction number 264 in category Museum,08:00:00,Museum,228.0
265,Attr265,City65,Attraction number 265 in category Nature,09:00:00,Nature,228.75
266,Attr266,City66,Attraction number 266 in category Food,10:00:00,Food,229.5
267,Attr267,City67,Attraction number 267 in category Tour,11:00:00,Tour,230.25
268,Attr268,City68,Attraction number 268 in category Water,12:00:00,Water,231.0
269,Attr269,City69,Attraction number 269 in category History,13:00:00,History,231.75
270,Attr270,City70,Attraction number 270 in category Culture,08:00:00,Culture,232.5
271,Attr271,City71,Attraction number 271 in category Adventure,09:00:00,Adventure,233.25
272,Attr272,City72,Attraction number 272 in category Museum,10:00:00,Museum,234.0
273,Attr273,City73,Attraction number 273 in category Nature,11:00:00,Nature,234.75
274,Attr274,City74,Attraction number 274 in category Food,12:00:00,Food,235.5
275,Attr275,City75,Attraction number 275 in category Tour,13:00:00,Tour,236.25
276,Attr276,City76,Attraction number 276 in category Water,08:00:00,Water,237.0
277,Attr277,City77,Attraction number 277 in category History,09:00:00,History,237.75
278,Attr278,City78,Attraction number 278 in category Culture,10:00:00,Culture,238.5
279,Attr279,City79,Attraction number 279 in category Adventure,11:00:00,Adventure,239.25
280,Attr280,City80,Attraction number 280 in category Museum,12:00:00,Museum,240.0
281,Attr281,City81,Attraction number 281 in category Nature,13:00:00,Nature,240.75
282,Attr282,City82,Attraction number 282 in category Food,08:00:00,Food,241.5
283,Attr283,City83,Attraction number 283 in category Tour,09:00:00,Tour,242.25
284,Attr284,City84,Attraction number 284 in category Water,10:00:00,Water,243.0
285,Attr285,City85,Attraction number 285 in category History,11:00:00,History,243.75
286,Attr286,City86,Attraction number 286 in category Culture,12:00:00,Culture,244.5
287,Attr287,City87,Attraction number 287 in category Adventure,13:00:00,Adventure,245.25
288,Attr288,City88,Attraction number 288 in category Museum,08:00:00,Museum,246.0
289,Attr289,City89,Attraction number 289 in category Nature,09:00:00,Nature,246.75
290,Attr290,City90,Attraction number 290 in category Food,10:00:00,Food,247.5
291,Attr291,City91,Attraction number 291 in category Tour,11:00:00,Tour,248.25
292,Attr292,City92,Attraction number 292 in category Water,12:00:00,Water,249.0
293,Attr293,City93,Attraction number 293 in category History,13:00:00,History,249.75
294,Attr294,City94,Attraction number 294 in category Culture,08:00:00,Culture,250.5
295,Attr295,City95,Attraction number 295 in category Adventure,09:00:00,Adventure,251.25
296,Attr296,City96,Attraction number 296 in category Museum,10:00:00,Museum,252.0
297,Attr297,City97,Attraction number 297 in category Nature,11:00:00,Nature,252.75
298,Attr298,City98,Attraction number 298 in category Food,12:00:00,Food,253.5
299,Attr299,City99,Attraction number 299 in category Tour,13:00:00,Tour,254.25
300,Attr300,City100,Attraction number 300 in category Water,08:00:00,Water,30.0
301,Attr301,City101,Attraction number 301 in category History,09:00:00,History,30.75
302,Attr302,City102,Attraction number 302 in category Culture,10:00:00,Culture,31.5
303,Attr303,City103,Attraction number 303 in category Adventure,11:00:00,Adventure,32.25
304,Attr304,City104,Attraction number 304 in category Museum,12:00:00,Museum,33.0
305,Attr305,City105,Attraction number 305 in category Nature,13:00:00,Nature,33.75
306,Attr306,City106,Attraction number 306 in category Food,08:00:00,Food,34.5
307,Attr307,City107,Attraction number 307 in category Tour,09:00:00,Tour,35.25
308,Attr308,City108,Attraction number 308 in category Water,10:00:00,Water,36.0
309,Attr309,City109,Attraction number 309 in category History,11:00:00,History,36.75
310,Attr310,City110,Attraction number 310 in category Culture,12:00:00,Culture,37.5
311,Attr311,City111,Attraction number 311 in category Adventure,13:00:00,Adventure,38.25
312,Attr312,City112,Attraction number 312 in category Museum,08:00:00,Museum,39.0
313,Attr313,City113,Attraction number 313 in category Nature,09:00:00,Nature,39.75
314,Attr314,City114,Attraction number 314 in category Food,10:00:00,Food,40.5
315,Attr315,City115,Attraction number 315 in category Tour,11:00:00,Tour,41.25
316,Attr316,City116,Attraction number 316 in category Water,12:00:00,Water,42.0
317,Attr317,City117,Attraction number 317 in category History,13:00:00,History,42.75
318,Attr318,City118,Attraction number 318 in category Culture,08:00:00,Culture,43.5
319,Attr319,City119,Attraction number 319 in category Adventure,09:00:00,Adventure,44.25
320,Attr320,City120,Attraction number 320 in category Museum,10:00:00,Museum,45.0
321,Attr321,City121,Attraction number 321 in category Nature,11:00:00,Nature,45.75
322,Attr322,City122,Attraction number 322 in category Food,12:00:00,Food,46.5
323,Attr323,City123,Attraction number 323 in category Tour,13:00:00,Tour,47.25
324,Attr324,City124,Attraction number 324 in category Water,08:00:00,Water,48.0
325,Attr325,City125,Attraction number 325 in category History,09:00:00,History,48.75
326,Attr326,City126,Attraction number 326 in category Culture,10:00:00,Culture,49.5
327,Attr327,City127,Attraction number 327 in category Adventure,11:00:00,Adventure,50.25
328,Attr328,City128,Attraction number 328 in category Museum,12:00:00,Museum,51.0
329,Attr329,City129,Attraction number 329 in category Nature,13:00:00,Nature,51.75
330,Attr330,City130,Attraction number 330 in category Food,08:00:00,Food,52.5
331,Attr331,City131,Attraction number 331 in category Tour,09:00:00,Tour,53.25
332,Attr332,City132,Attraction number 332 in category Water,10:00:00,Water,54.0
333,Attr333,City133,Attraction number 333 in category History,11:00:00,History,54.75
334,Attr334,City134,Attraction number 334 in category Culture,12:00:00,Culture,55.5
335,Attr335,City135,Attraction number 335 in category Adventure,13:00:00,Adventure,56.25
336,Attr336,City136,Attraction number 336 in category Museum,08:00:00,Museum,57.0
337,Attr337,City137,Attraction number 337 in category Nature,09:00:00,Nature,57.75
338,Attr338,City138,Attraction number 338 in category Food,10:00:00,Food,58.5
339,Attr339,City139,Attraction number 339 in category Tour,11:00:00,Tour,59.25
340,Attr340,City140,Attraction number 340 in category Water,12:00:00,Water,60.0
341,Attr341,City141,Attraction number 341 in category History,13:00:00,History,60.75
342,Attr342,City142,Attraction number 342 in category Culture,08:00:00,Culture,61.5
343,Attr343,City143,Attraction number 343 in category Adventure,09:00:00,Adventure,62.25
344,Attr344,City144,Attraction number 344 in category Museum,10:00:00,Museum,63.0
345,Attr345,City145,Attraction number 345 in category Nature,11:00:00,Nature,63.75
346,Attr346,City146,Attraction number 346 in category Food,12:00:00,Food,64.5
347,Attr347,City147,Attraction number 347 in category Tour,13:00:00,Tour,65.25
348,Attr348,City148,Attraction number 348 in category Water,08:00:00,Water,66.0
349,Attr349,City149,Attraction number 349 in category History,09:00:00,History,66.75
350,Attr350,City150,Attraction number 350 in category Culture,10:00:00,Culture,67.5
351,Attr351,City151,Attraction number 351 in category Adventure,11:00:00,Adventure,68.25
352,Attr352,City152,Attraction number 352 in category Museum,12:00:00,Museum,69.0
353,Attr353,City153,Attraction number 353 in category Nature,13:00:00,Nature,69.75
354,Attr354,City154,Attraction number 354 in category Food,08:00:00,Food,70.5
355,Attr355,City155,Attraction number 355 in category Tour,09:00:00,Tour,71.25
356,Attr356,City156,Attraction number 356 in category Water,10:00:00,Water,72.0
357,Attr357,City157,Attraction number 357 in category History,11:00:00,History,72.75
358,Attr358,City158,Attraction number 358 in category Culture,12:00:00,Culture,73.5
359,Attr359,City159,Attraction number 359 in category Adventure,13:00:00,Adventure,74.25
360,Attr360,City160,Attraction number 360 in category Museum,08:00:00,Museum,75.0
361,Attr361,City161,Attraction number 361 in category Nature,09:00:00,Nature,75.75
362,Attr362,City162,Attraction number 362 in category Food,10:00:00,Food,76.5
363,Attr363,City163,Attraction number 363 in category Tour,11:00:00,Tour,77.25
364,Attr364,City164,Attraction number 364 in category Water,12:00:00,Water,78.0
365,Attr365,City165,Attraction number 365 in category History,13:00:00,History,78.75
366,Attr366,City166,Attraction number 366 in category Culture,08:00:00,Culture,79.5
367,Attr367,City167,Attraction number 367 in category Adventure,09:00:00,Adventure,80.25
368,Attr368,City168,Attraction number 368 in category Museum,10:00:00,Museum,81.0
369,Attr369,City169,Attraction number 369 in category Nature,11:00:00,Nature,81.75
370,Attr370,City170,Attraction number 370 in category Food,12:00:00,Food,82.5
371,Attr371,City171,Attraction number 371 in category Tour,13:00:00,Tour,83.25
372,Attr372,City172,Attraction number 372 in category Water,08:00:00,Water,84.0
373,Attr373,City173,Attraction number 373 in category History,09:00:00,History,84.75
374,Attr374,City174,Attraction number 374 in category Culture,10:00:00,Culture,85.5
